name,region,lat,lon,tags
경복궁,서울특별시,37.5760836609,126.9767375783,"관광,문화"
경북 상주 함창·이안·공검면 [슬로시티],경상북도,36.570190974,128.1794354346,"관광,문화"
경북 청송 주왕산면·파천면 [슬로시티],경상북도,36.3569003365,129.1593546357,"관광,문화"
경북천년숲정원,경상북도,35.8119525052,129.2421547209,"관광,자연"
경산 임당동과 조영동 고분군,경상북도,35.8437675465,128.7536716999,"관광,문화"
경산 하양경관농업단지,경상북도,35.9000426415,128.8024269441,"관광,자연"
경산서당,경상북도,36.0032421955,129.2521178192,"관광,문화"
경산청년지식놀이터,경상북도,35.8413290508,128.760012877,"관광,문화"
경산향교,경상북도,35.8213031993,128.7417567092,"관광,문화"
경상감영공원,대구광역시,35.8720530283,128.5923073375,"관광,문화"
경상남도안전체험관,경상남도,35.5546357918,128.1147080903,"관광,문화"
경상북도 산림환경연구원,경상북도,35.8121774663,129.2414186674,"관광,자연"
경상북도교육청 경주안전체험관,경상북도,36.0210063497,129.2256085257,"관광,문화"
경상북도교육청 발명체험교육관,경상북도,35.8333745372,129.2129927767,"관광,문화"
경상북도수목원,경상북도,36.2152572184,129.259688803,"관광,자연"
경상좌수영성지,부산광역시,35.1743106361,129.1117117085,"관광,문화"
경성 부민관 폭탄 의거지,서울특별시,37.5675596477,126.9765267272,"관광,문화"
경암동 철길마을,전북특별자치도,35.9813520474,126.7362330582,"관광,문화"
경양서원,경상북도,36.0377691754,128.0728597677,"관광,문화"
경운동민병옥가옥,서울특별시,37.5747089831,126.9858034574,"관광,문화"
경의선책거리,서울특별시,37.5564989709,126.9290369242,"관광,문화"
경인 아라뱃길,인천광역시,37.558493023,126.6074801023,"관광,자연"
경인아라뱃길 검암공원,인천광역시,37.5702678536,126.6753791266,"관광,문화"
경인아라뱃길 다남공원,인천광역시,37.5745017294,126.733737568,"관광,문화"
경인아라뱃길 매화동산,인천광역시,37.5705708173,126.6878668668,"관광,자연"
경인아라뱃길 시천공원,인천광역시,37.5729008822,126.6754679337,"관광,문화"
경인아라뱃길 아라타워 전망대,인천광역시,37.5584374728,126.6073967784,"관광,문화"
경인아라뱃길귤현나루,인천광역시,37.5728188359,126.747489137,"관광,자연"
경장각,광주광역시,35.1843631887,126.8052666353,"관광,문화"
경정마을(차유어촌체험마을),경상북도,36.4839800653,129.4345182882,"관광,문화"
경정항,경상북도,36.481946796,129.4258691115,"관광,자연"
경주 경애왕릉,경상북도,35.7958120287,129.2087275528,"관광,문화"
경주 골굴암 마애여래좌상,경상북도,35.8030343852,129.4055767822,"관광,문화"
경주 교촌마을,경상북도,35.8296749875,129.2147232863,"관광,문화"
경주 구정동 방형분,경상북도,35.7786128584,129.2969786483,"관광,문화"
경주 금리단길,경상북도,35.8420235954,129.2148312586,"관광,문화"
경주 김유신묘,경상북도,35.8453311317,129.1923886866,"관광,문화"
경주 깁 모어 막걸리,경상북도,35.8418792252,129.2178809954,"관광,문화"
경주 나정,경상북도,35.8159876042,129.2126238598,"관광,문화"
경주 남산 신선암 마애보살반가상,경상북도,35.7879188169,129.2268428563,"관광,문화"
경주 남산 용장사곡 삼층석탑,경상북도,35.7805334817,129.2238155541,"관광,문화"
경주 남산 용장사지 마애여래좌상,경상북도,35.7808556536,129.2230739427,"관광,문화"
경주 낭산 일원,경상북도,35.8232429015,129.2423293844,"관광,자연"
경주 대릉원 일원,경상북도,35.8391849495,129.2107205881,"관광,문화"
경주 독락당,경상북도,36.016561167,129.160106074,"관광,문화"
경주 동궁과 월지,경상북도,35.8352023996,129.2283747104,"관광,문화"
경주 동궁원,경상북도,35.8527926864,129.2604463989,"관광,문화"
경주 마우나오션 리조트,경상북도,35.6838693516,129.3695944386,"관광,문화"
경주 망덕사지,경상북도,35.8170297415,129.2437849888,"관광,문화"
경주 명활성,경상북도,35.841743969,129.2623298822,"관광,문화"
"경주 무열왕릉, 태종무열왕릉비",경상북도,35.8250694447,129.1878424395,"관광,문화"
경주 배동 석조여래삼존입상,경상북도,35.8018586165,129.211257714,"관광,문화"
경주 버드파크,경상북도,35.8498125109,129.2627490602,"관광,문화"
경주 법흥왕릉,경상북도,35.8241218989,129.1650055794,"관광,문화"
경주 보문관광단지,경상북도,35.8437414327,129.2869971085,"관광,문화"
경주 불국사 [유네스코 세계유산],경상북도,35.7892734269,129.3318475148,"관광,문화"
경주 산에들레마을,경상북도,35.6762900946,129.3931009339,"관광,문화"
경주 석빙고,경상북도,35.8332025414,129.2239418227,"관광,문화"
경주 선덕여왕릉,경상북도,35.8237206325,129.242718225,"관광,문화"
경주 쌈밥거리,경상북도,35.8392099471,129.2107400311,"관광,문화"
경주 양남 주상절리 전망대,경상북도,35.6890734835,129.4719020226,"관광,문화"
경주 양동마을 [유네스코 세계유산],경상북도,35.9967040757,129.2536900913,"관광,문화"
경주 왕의 길,경상북도,35.8289168941,129.3696236316,"관광,문화"
경주 유연정,경상북도,35.9406391074,129.3019485791,"관광,문화"
경주 율동 마애여래삼존입상,경상북도,35.8049131324,129.1743664151,"관광,문화"
경주 장항리 서 오층석탑,경상북도,35.7749424906,129.3730609851,"관광,문화"
경주 재매정,경상북도,35.8291416875,129.2133289796,"관광,문화"
경주 지마왕릉,경상북도,35.8043277917,129.2117353801,"관광,문화"
경주 진덕여왕릉,경상북도,35.8891124131,129.198450797,"관광,문화"
경주 진평왕릉,경상북도,35.8321587183,129.2506228479,"관광,문화"
경주 첨성대,경상북도,35.8343745291,129.2185644826,"관광,문화"
경주 포석정지,경상북도,35.8073108096,129.2128629747,"관광,문화"
경주 풍력발전(바람의언덕),경상북도,35.7507422708,129.3641291235,"관광,문화"
경주 헌강왕릉,경상북도,35.8021369114,129.240327382,"관광,문화"
경주 황룡사지,경상북도,35.8382604313,129.2307077526,"관광,문화"
경주 황리단길,경상북도,35.8374517979,129.2099818133,"관광,문화"
경주국립공원,경상북도,35.8436914887,129.289657988,"관광,자연"
경주시 자전거공원,경상북도,35.8688439662,129.277027821,"관광,문화"
경주역사유적지구 [유네스코 세계유산],경상북도,35.8385656047,129.2122926901,"관광,문화"
경주월드 어뮤즈먼트,경상북도,35.836386616,129.2821727414,"관광,문화"
경찰혼,서울특별시,37.5262992108,126.9015402823,"관광,문화"
경천대관광지,경상북도,36.4556329949,128.2419497731,"관광,문화"
경천묘,강원특별자치도,37.1837757965,127.8641739277,"관광,문화"
경천섬(경천섬공원),경상북도,36.4532751731,128.2550847823,"관광,문화"
경천저수지,전북특별자치도,36.0381431707,127.2395171794,"관광,자연"
경충사(정기룡장군유허지),경상남도,34.983765636,127.8954368572,"관광,문화"
경포 아쿠아리움,강원특별자치도,37.79008946,128.9079034181,"관광,문화"
경포가시연습지,강원특별자치도,37.7894615748,128.8986792689,"관광,자연"
경포도립공원,강원특별자치도,37.8274012786,128.8807685966,"관광,자연"
경포플라워가든,강원특별자치도,37.7979885609,128.9086892141,"관광,자연"
경포해수욕장,강원특별자치도,37.8058292968,128.9074668585,"관광,자연"
경포호수광장,강원특별자치도,37.7977913781,128.9095224784,"관광,문화"
경현서원,전라남도,35.0665831715,126.7067060605,"관광,문화"
경호강,경상남도,35.4841916717,127.8424061879,"관광,자연"
경화역 벚꽃길,경상남도,35.1590351047,128.6866547133,"관광,자연"
경화역공원,경상남도,35.1590351047,128.6866547133,"관광,자연"
경흥사(경산),경상북도,35.7722303004,128.7056168101,"관광,문화"
경희궁,서울특별시,37.570442502,126.9685079323,"관광,문화"
경희궁 숭정전,서울특별시,37.5577528954,127.0011136538,"관광,문화"
경희궁 흥화문,서울특별시,37.5698981615,126.9707771853,"관광,문화"
경희천문대,경기도,37.2480013599,127.0808817927,"관광,자연"
계남근린공원,서울특별시,37.5127914822,126.8474483699,"관광,문화"
계남근린공원,서울특별시,19.69442748,117.9925662504,"관광,문화"
계남해변,인천광역시,37.1594114201,126.2786654689,"관광,자연"
계담서원,충청북도,36.8710479112,127.864218983,"관광,문화"
계동배렴가옥,서울특별시,37.5813498946,126.9867059647,"관광,문화"
계룡 사계고택,충청남도,36.2655816518,127.271408256,"관광,문화"
계룡 입암저수지,충청남도,36.2417451867,127.2543159801,"관광,자연"
계룡돈대,인천광역시,37.723527666,126.3538237336,"관광,문화"
계룡산국립공원,충청남도,36.356873299,127.2324620609,"관광,자연"
계룡산상신농촌체험휴양마을,충청남도,36.3847448812,127.21959024,"관광,문화"
계룡산신도내주초석석재,충청남도,36.254652103,127.2576375592,"관광,문화"
계마항,전라남도,35.3896416165,126.4072107385,"관광,자연"
계명산 자연휴양림,충청북도,36.9785629705,127.9956680059,"관광,자연"
계방산(평창),강원특별자치도,37.707151218,128.444544986,"관광,자연"
계산국민체육공원,인천광역시,37.5450300732,126.7289832721,"관광,문화"
계산서원,전북특별자치도,35.4561440235,126.5044059903,"관광,문화"
계송서원,전라남도,35.3018117683,126.518919654,"관광,문화"
계수밤농장,경기도,37.4410520763,126.8184141365,"관광,문화"
계양공원,인천광역시,37.5501849296,126.723400304,"관광,문화"
계양꽃마루,인천광역시,37.5325151261,126.743898928,"관광,문화"
계양산,인천광역시,37.550237702,126.7234086347,"관광,자연"
계양산 산림욕장,인천광역시,37.5497517735,126.7305135554,"관광,자연"
계양산장미원,인천광역시,37.5471017664,126.7127513617,"관광,자연"
계원사(양산),경상남도,35.3412295576,129.0441324451,"관광,문화"
계족산(영월),강원특별자치도,37.1618151571,128.4969260372,"관광,자연"
고강선사유적공원,경기도,37.5243784812,126.8169563803,"관광,문화"
고경명선생비,충청남도,36.1229459521,127.4733190694,"관광,문화"
고구려목장,경기도,38.0011316368,126.9921684399,"관광,문화"
고군산군도,전북특별자치도,35.8168440944,126.4712109761,"관광,자연"
고군산대교,전북특별자치도,35.8130885149,126.4443606944,"관광,문화"
고근산,제주특별자치도,33.2668281661,126.5139125656,"관광,자연"
고금도,전라남도,34.4062510113,126.8246284492,"관광,자연"
고기동 오리촌,경기도,37.3584992062,127.0548921627,"관광,문화"
고기리계곡,경기도,37.3585517886,127.0443153442,"관광,자연"
고남 저수지,충청남도,36.8212558476,126.4253306449,"관광,자연"
고남산 자철석 광산 (한탄강 유네스코 세계지질공원),경기도,38.0992297581,127.2129175697,"관광,자연"
고내포구,제주특별자치도,33.4670588041,126.3379150223,"관광,자연"
고당조만식선생동상,서울특별시,37.5500801547,127.0771625,"관광,문화"
고대산자연휴양림,경기도,38.2113155104,127.1506644287,"관광,자연"
고대지구근린공원,충청남도,36.9760829822,126.7776056767,"관광,문화"
고덕생활체육공원,경기도,37.8044531036,127.0640508693,"관광,문화"
고덕수변공원,경기도,37.0464574132,127.0482070291,"관광,문화"
고라데이마을,강원특별자치도,37.6488466228,128.1396326366,"관광,문화"
고래불 해안 (경북 동해안 국가지질공원),경상북도,36.5994609142,129.4109336045,"관광,자연"
고래불해수욕장,경상북도,36.5988498611,129.4103503413,"관광,자연"
고래뿌리선착장,경기도,37.1999950931,126.5692295884,"관광,자연"
고랭길,강원특별자치도,37.5803499411,128.336278028,"관광,자연"
고랭지만두마을,강원특별자치도,37.69032181,128.6919648396,"관광,문화"
고려궁지,인천광역시,37.7508851202,126.4854359021,"관광,문화"
고려동유적지,경상남도,35.2765289124,128.4600491327,"관광,문화"
고려천도공원,인천광역시,37.8038257706,126.4631003574,"관광,문화"
고렴공원,경기도,37.2406818395,127.0292255714,"관광,문화"
고령 신촌숲,경상북도,35.665688603,128.1966089872,"관광,자연"
고령 장기리 암각화,경상북도,35.7128155575,128.2921603954,"관광,문화"
고령 주산성,경상북도,35.736159561,128.260345896,"관광,문화"
고령 지산동 고분군,경상북도,35.7263411025,128.2534217747,"관광,문화"
고령박씨종중재실,충청남도,36.7784534071,127.2723442081,"관광,문화"
고령생활체육공원,경상북도,35.7208061052,128.2803167769,"관광,문화"
고령안화리암각화,경상북도,35.7018190201,128.2613384112,"관광,문화"
고령예마을,경상북도,35.7931939199,128.213434589,"관광,문화"
고령향교,경상북도,35.7290993365,128.2651512209,"관광,문화"
고로서원,충청남도,36.5109630539,127.0224573019,"관광,문화"
고로쇠마을(미산마을),강원특별자치도,37.864655744,128.328728461,"관광,문화"
고림사,전북특별자치도,35.8072056779,127.4042253049,"관광,문화"
고마나루,충청남도,36.4687082638,127.1063453516,"관광,문화"
고마루 카르스트,강원특별자치도,37.29969389,128.5054628488,"관광,자연"
고마리마을,전라남도,34.5672301199,126.9864936855,"관광,문화"
고모산성,경상북도,36.6617378754,128.1276124617,"관광,문화"
고모저수지,경기도,37.7990722068,127.1638252451,"관광,자연"
고모호수공원,경기도,37.7940311361,127.1643114573,"관광,문화"
고배기동산,제주특별자치도,33.3308301199,126.3817114923,"관광,자연"
고봉산,경기도,37.6925528931,126.7908123647,"관광,자연"
고부향교,전북특별자치도,35.6216686028,126.7707336667,"관광,문화"
고불암,경상남도,35.8025038334,128.051795835,"관광,문화"
고사포해수욕장,전북특별자치도,35.6619179225,126.5082532575,"관광,자연"
고산,전북특별자치도,35.3301494949,126.6414219602,"관광,자연"
고산 9경,충청북도,36.8172201853,127.8327261115,"관광,자연"
고산 윤선도 문학체험공원,전라남도,34.1596324559,126.552710915,"관광,문화"
고산골,대구광역시,35.8191841675,128.6007580634,"관광,문화"
고산골 메타쉐콰이어길,대구광역시,35.8300524321,128.6034408589,"관광,자연"
고산문화공원,전북특별자치도,35.974214201,127.231225168,"관광,자연"
고산사 석조관음보살좌상,충청북도,36.928162646,128.1153587189,"관광,문화"
고산사 석조나한상,충청북도,36.928162646,128.1153587189,"관광,문화"
고산사(장흥),전라남도,34.7652687143,126.9687598303,"관광,문화"
고산서당,대구광역시,35.8526436717,128.7186911959,"관광,문화"
고산서원(안동),경상북도,36.5052882068,128.6772624462,"관광,문화"
고산서원(울진),경상북도,36.9689486043,129.3750034643,"관광,문화"
고산서원(장성),전라남도,35.2726760365,126.8414723284,"관광,문화"
고산일과해안도로 (일과리해안도로),제주특별자치도,33.256424536,126.2099419548,"관광,자연"
고산자연휴양림,전북특별자치도,35.9629766259,127.2331252962,"관광,자연"
고산정,경상북도,36.7676706436,128.8921440491,"관광,문화"
고산향교,전북특별자치도,35.976113679,127.2137377876,"관광,문화"
고삼호수,경기도,37.0884429098,127.2849677871,"관광,자연"
고색뉴지엄,경기도,37.2401420342,126.9743222348,"관광,문화"
고석사(포항),경상북도,35.9151839495,129.4636184792,"관광,문화"
고석정 (한탄강 유네스코 세계지질공원),강원특별자치도,38.1860265295,127.2869221163,"관광,자연"
고석정 꽃밭,강원특별자치도,38.1882847569,127.2955240388,"관광,자연"
고석정국민관광지,강원특별자치도,38.1860265295,127.2869221163,"관광,문화"
고선계곡(구마계곡),경상북도,36.9856165488,128.9656199369,"관광,자연"
고성 내산리 고분군,경상남도,35.0461379647,128.4519226679,"관광,문화"
고성 덕명리 공룡과 새발자국 화석산지,경상남도,34.9078370512,128.1546217137,"관광,자연"
고성 문암리 유적,강원특별자치도,38.3047587164,128.5444286243,"관광,문화"
고성 소을비포진성,경상남도,34.9023771683,128.1894715907,"관광,문화"
고성 솔섬,경상남도,34.9328211928,128.2014780798,"관광,문화"
고성 어명기 고택,강원특별자치도,38.3147764738,128.5177529605,"관광,문화"
고성 왕곡마을,강원특별자치도,38.34059811,128.4995815837,"관광,문화"
고성 자란만,경상남도,34.9404455161,128.2114770075,"관광,자연"
고성 장산숲,경상남도,35.0593620138,128.3266888113,"관광,자연"
고성 제3기 현무암 (강원평화지역 국가지질공원),강원특별자치도,38.2829827284,128.5059272541,"관광,자연"
고성 통일전망타워,강원특별자치도,38.5147706205,128.4173974953,"관광,문화"
고성 학동마을 옛 담장,경상남도,34.9444364434,128.1950033417,"관광,문화"
고성당항포랜드,경상남도,35.0563858594,128.3986687125,"관광,문화"
고성독수리생태체험관 (날아라 고성독수리),경상남도,34.9859284832,128.3211995635,"관광,문화"
고성리산성,강원특별자치도,37.2586252678,128.5920924092,"관광,문화"
고성사(강진),전라남도,34.6577218415,126.7652053663,"관광,문화"
고성장산리허씨고가,경상남도,35.0603507432,128.3239501354,"관광,문화"
고성향교,경상남도,34.9761543599,128.3089508904,"관광,문화"
고소대,전라남도,34.7401124468,127.738873478,"관광,문화"
고소동 천사벽화마을,전라남도,34.7383571176,127.7405900393,"관광,문화"
고스락,전북특별자치도,36.0459040975,126.9606807544,"관광,문화"
고스트타운,제주특별자치도,33.4763969581,126.3568659412,"관광,문화"
고싸움놀이테마파크,광주광역시,35.0695405521,126.8354973795,"관광,문화"
고씨굴 (강원고생대 국가지질공원),강원특별자치도,37.1307444591,128.5353790658,"관광,자연"
고양 벽제관지,경기도,37.7042646003,126.9003436904,"관광,문화"
고양 서삼릉 [유네스코 세계유산],경기도,37.6639909412,126.8685255167,"관광,문화"
고양 서오릉 [유네스코 세계유산],경기도,37.623610106,126.9007820485,"관광,문화"
고양 피크닉시민공원,경기도,37.6854140839,126.7486358664,"관광,문화"
고양관광특구,경기도,37.6595397482,126.7727121731,"관광,문화"
고양낙농치즈테마체험장,경기도,37.697261795,126.8533287401,"관광,문화"
고양드론앵커센터,경기도,37.604414517,126.8672578726,"관광,문화"
고양생태공원,경기도,37.6840002796,126.7441418731,"관광,자연"
고양향교,경기도,37.703725675,126.894816433,"관광,문화"
고용산(고룡산),충청남도,36.8879495801,126.9848143455,"관광,자연"
고운골 남한강 갈대숲,충청북도,37.0197515446,128.3820043976,"관광,자연"
고운동계곡,경상남도,35.2342077005,127.7820180781,"관광,자연"
고운뜰공원,세종특별자치시,36.5125528023,127.2391322492,"관광,문화"
고운사(의성),경상북도,36.458639339,128.7501073295,"관광,문화"
고운식물원,충청남도,36.4337812374,126.7606634539,"관광,자연"
고원통계곡,강원특별자치도,38.2129508491,128.1578055727,"관광,자연"
고원화목원,전북특별자치도,35.6832081835,127.3777448095,"관광,자연"
고원희가옥,광주광역시,35.0922075057,126.8395075721,"관광,문화"
고잔저수지,경기도,37.0677497116,126.9093134591,"관광,자연"
고진하 가옥,강원특별자치도,37.1740949988,128.3868966548,"관광,문화"
고창 고인돌 유적 [유네스코 세계유산],전북특별자치도,35.4489417266,126.6499126742,"관광,문화"
고창 무장 동학농민혁명 기포지,전북특별자치도,35.4042719907,126.4959413715,"관광,문화"
고창 무장객사,전북특별자치도,35.4184297466,126.557429994,"관광,문화"
고창 무장현 관아와 읍성,전북특별자치도,35.4179798008,126.5575994348,"관광,문화"
고창 분청사기요지,전북특별자치도,35.5389566069,126.6556876701,"관광,문화"
고창 운곡람사르습지,전북특별자치도,35.4693367042,126.6540256843,"관광,자연"
고창 장호어촌체험휴양마을,전북특별자치도,35.4681613284,126.4580487055,"관광,문화"
고창갯벌,전북특별자치도,35.5311328965,126.5143810025,"관광,자연"
고창신재효고택,전북특별자치도,35.4322000769,126.7030639278,"관광,문화"
고창웰파크시티,전북특별자치도,35.4320812865,126.7410244472,"관광,문화"
고창읍성,전북특별자치도,35.4303280891,126.7044055224,"관광,문화"
고창읍성 도예체험장,전북특별자치도,35.432500083,126.7054775943,"관광,문화"
고창향교,전북특별자치도,35.4374800292,126.7028027068,"관광,문화"
고척근린공원,서울특별시,37.5066367467,126.8533341175,"관광,문화"
고척동 고인돌,서울특별시,37.5086169645,126.8473068338,"관광,문화"
고천마을,강원특별자치도,37.4181715152,129.0625565368,"관광,문화"
고천암 자연생태공원,전라남도,34.5231902986,126.4627296611,"관광,자연"
고천암호(철새도래지),전라남도,34.5236431702,126.4715927592,"관광,자연"
고촌이종근기념관,서울특별시,37.5597464264,126.9631392793,"관광,문화"
고택문화체험관,전북특별자치도,35.6166039952,127.0201949462,"관광,문화"
고포마을,강원특별자치도,37.1454670312,129.362263116,"관광,문화"
고하도선착장,전라남도,34.7654921494,126.3727456895,"관광,자연"
고하송진우선생동상,서울특별시,37.5493552228,127.0762792676,"관광,문화"
고헌산(울산),울산광역시,35.6396001019,129.1150012809,"관광,자연"
고현리 공룡발자국화석,경상남도,35.102765437,128.4790910101,"관광,자연"
고흐의 길,부산광역시,35.1757618302,129.1849303013,"관광,자연"
고흥 무열사,전라남도,34.643229387,127.2837657494,"관광,문화"
고흥 신기거북이마을,전라남도,34.740898672,127.2648705324,"관광,문화"
고흥 유자공원,전라남도,34.5723920566,127.2353522997,"관광,문화"
고흥 작약 꽃밭,전라남도,34.6051734978,127.5033558083,"관광,자연"
고흥 해창만 간척지 공원,전라남도,34.5822186348,127.3933410039,"관광,문화"
고흥우주천문과학관,전라남도,34.5526312994,127.1250541164,"관광,자연"
고흥장수호힐링정원,전라남도,34.6043812971,127.3036371949,"관광,자연"
곡강천생태공원,경상북도,36.123444339,129.3496307825,"관광,자연"
곡교천 은행나무길,충청남도,36.7995464432,127.0168277624,"관광,자연"
곡성 메타세쿼이아길,전라남도,35.2955729568,127.3008005653,"관광,자연"
곡성 함허정,전라남도,35.3224935275,127.2202319938,"관광,문화"
곡수서원,전라남도,34.9602897115,127.5312916184,"관광,문화"
곡운구곡 (강원평화지역 국가지질공원),강원특별자치도,38.0532605818,127.5387168938,"관광,자연"
곤제근린공원,경기도,37.7467963073,127.0849256196,"관광,문화"
곤지바위,경기도,37.349594243,127.3387611019,"관광,자연"
곤지암리조트,경기도,37.3366645398,127.3031619183,"관광,문화"
곤지암리조트 콘도미니엄,경기도,37.3374836915,127.2922239974,"관광,문화"
곤지암반디숲,경기도,37.3635230446,127.3309530804,"관광,문화"
골굴사(경주),경상북도,35.8061091858,129.413331572,"관광,문화"
골굴암 타포니 (경북 동해안 국가지질공원),경상북도,35.8057841422,129.40910695,"관광,자연"
골목대장,전북특별자치도,35.8134977974,127.1527308297,"관광,문화"
골정 저수지,충청남도,36.8185187632,126.6717750779,"관광,자연"
곰내미체험마을,경상남도,35.8017709104,127.9153829176,"관광,문화"
곰내연밭,부산광역시,35.2954092493,129.1695450043,"관광,자연"
곰소염전,전북특별자치도,35.5949856849,126.6161258878,"관광,자연"
곰소항,전북특별자치도,35.5861059588,126.605446508,"관광,자연"
곱돌광산약수터,경기도,37.5215753492,127.2429982248,"관광,자연"
공덕동 족발골목,서울특별시,37.5445785695,126.953343379,"관광,문화"
공룡공원,대구광역시,35.8300524321,128.6034408589,"관광,문화"
공룡발자국공원,울산광역시,35.5626623497,129.3061895174,"관광,문화"
공룡테마공원 (다이노 키즈월드),전북특별자치도,35.9907045238,127.102605645,"관광,문화"
공릉천,경기도,37.6879271292,126.8733188448,"관광,자연"
공마당둘레길,전라남도,34.9548283012,127.4783575169,"관광,자연"
공산성 광복루,충청남도,36.4603485194,127.1295129429,"관광,문화"
공산성 쌍수정,충청남도,36.4622843409,127.1256493485,"관광,문화"
공산성연지,충청남도,36.4639480871,127.1284157218,"관광,문화"
공수어촌체험마을,부산광역시,35.1844585662,129.2111944455,"관광,문화"
공수전계곡,강원특별자치도,38.0340155463,128.5611022078,"관광,자연"
공수전리 마을관리휴양지,강원특별자치도,38.036845741,128.5594244943,"관광,문화"
공업탑,울산광역시,35.5366264476,129.309342753,"관광,문화"
공작산생태숲,강원특별자치도,37.6965320616,127.9547146295,"관광,자연"
공주 공산성 [유네스코 세계유산],충청남도,36.4629981682,127.1268075582,"관광,문화"
공주 석장리 유적,충청남도,36.4475288314,127.1899189817,"관광,문화"
공주 우금치 전적,충청남도,37.0000500157,127.1119164418,"관광,문화"
공주 원골마을,충청남도,36.5277683917,126.9616067637,"관광,문화"
공주 정지산 유적,충청남도,36.4695139254,127.1175998755,"관광,문화"
공주 중동성당,충청남도,36.4551824131,127.1277076887,"관광,문화"
공주 환경성 건강 센터,충청남도,36.4304352185,127.1259251817,"관광,문화"
공주 황새바위 순교성지,충청남도,36.4639646057,127.1200886904,"관광,문화"
공주상신리 당간지주,충청남도,36.3844532202,127.2180070562,"관광,문화"
공주서혈사지,충청남도,36.4434028916,127.1097151753,"관광,문화"
공주시 안전체험공원,충청남도,36.4945079541,127.0990314234,"관광,문화"
공주치즈스쿨,충청남도,36.5198051423,126.9459000567,"관광,문화"
공주향교,충청남도,36.4583568588,127.1168863516,"관광,문화"
공지천 조각공원,강원특별자치도,37.8732986704,127.7126813699,"관광,문화"
공지천유원지,강원특별자치도,37.8746901179,127.7096010535,"관광,문화"
공현진1리해변,강원특별자치도,38.350844352,128.5106302561,"관광,자연"
공현진항,강원특별자치도,38.3569572766,128.497709019,"관광,자연"
과개안(너븐개) 해안,울산광역시,35.4922811141,129.43995484,"관광,자연"
과일나라테마공원,충청북도,36.1606445845,127.7931201276,"관광,문화"
과자의성,강원특별자치도,38.2028426549,128.5364158716,"관광,문화"
과천 플레이월드,경기도,37.4339007896,127.0111412395,"관광,문화"
과천향교,경기도,37.4334643048,126.9874350747,"관광,문화"
곽지해수욕장,제주특별자치도,33.4485353054,126.3031045774,"관광,자연"
관곶,제주특별자치도,33.5532541319,126.6440808896,"관광,자연"
관광커뮤니티센터 여기,경상북도,36.5606995743,128.7315893566,"관광,문화"
관덕정(제주),제주특별자치도,33.513295493,126.5219701925,"관광,문화"
관덕정의 각궁,광주광역시,35.1419253355,126.9118638245,"관광,문화"
관동마을,경상남도,35.0855380447,127.7660205704,"관광,문화"
관란서원,경상북도,35.7925752543,128.8571307064,"관광,문화"
관룡사,경상남도,35.5319601845,128.5534645773,"관광,문화"
관매도,전라남도,34.2411375211,126.0520835135,"관광,자연"
관문사(서울),서울특별시,37.4737408098,127.0222641043,"관광,문화"
관문체육공원,경기도,37.440958003,126.9943314586,"관광,문화"
관방제림,전라남도,35.3235005111,126.9856777193,"관광,자연"
관북리유적과 부소산성 [유네스코 세계유산],충청남도,36.2855314361,126.9133647824,"관광,문화"
관사골작업실 협동조합,경상북도,36.8286362591,128.6187304939,"관광,문화"
관산서당,경상남도,35.5709107777,128.5223079142,"관광,문화"
관수옥과 초량왜관 터,부산광역시,35.1005396593,129.0327483723,"관광,문화"
관악도시농업공원,서울특별시,37.464923464,126.9271202346,"관광,자연"
관악산 낙성대공원,서울특별시,37.4711316683,126.9602475997,"관광,문화"
관악산 선우공원,서울특별시,37.4692949186,126.9125881016,"관광,자연"
관악산자연공원,서울특별시,37.4663402951,126.9455546273,"관광,자연"
관암사(대구),대구광역시,35.9776742307,128.7332252988,"관광,문화"
관음굴(삼척 대이리 동굴지대),강원특별자치도,37.3295813487,129.0439386855,"관광,자연"
관음사(곡성),전라남도,35.2147380918,127.1653257044,"관광,문화"
관음사(대구),대구광역시,35.9189546191,128.665152389,"관광,문화"
관음사(무주),전북특별자치도,36.0004793474,127.7853446231,"관광,문화"
관음사(부산),부산광역시,35.1088376838,128.9758364301,"관광,문화"
관음사(서울),서울특별시,37.4676601403,126.9765239933,"관광,문화"
관음사(제주),제주특별자치도,33.4237615317,126.5581440803,"관광,문화"
관음사·국형사계곡,강원특별자치도,37.333655725,128.0141255047,"관광,자연"
관음사국기봉,서울특별시,37.4403515161,126.9383143508,"관광,자연"
관음사석탑,충청남도,36.8583635261,126.9521819903,"관광,문화"
관음정사(김해),경상남도,35.2216038913,128.7309158254,"관광,문화"
관점마을,경상남도,35.1438070544,127.7982773373,"관광,문화"
관촉사(논산),충청남도,36.1888348777,127.1136855228,"관광,문화"
관훈동 민씨 가옥 (구 부마도위박영효가옥),서울특별시,37.5585082277,126.9935754302,"관광,문화"
광개토태왕비ㆍ동상,경기도,37.5870296093,127.1309204428,"관광,문화"
광경사지 석불좌상,충청남도,36.6141868795,126.6795242974,"관광,문화"
광교 프라이부르크전망대,경기도,37.2807250828,127.0660072256,"관광,문화"
광교마루길,경기도,37.3027052472,127.0311736602,"관광,자연"
광교산,경기도,37.3450531764,127.0344138451,"관광,자연"
광교산 형제봉,경기도,37.3288523239,127.0371140543,"관광,자연"
광교산체육공원,경기도,37.3528386939,127.0516842798,"관광,문화"
광교호수공원,경기도,37.2833192997,127.0700734505,"관광,문화"
