id,name,region,overview,latitude,longitude,contentid,tags,image_url,detailed_keywords
,개울가오토캠핑장,경기도 가평군 설악면 유명로 654-58,,37.6030288256,127.4949674269,2740124,"레포츠,레포츠",,[]
,개차반캠핑,충청북도 괴산군 사리면 소매1길 102,,36.8380258834,127.6668904086,2726790,"레포츠,레포츠",,[]
,갬주리코지(볼락코지),제주특별자치도 서귀포시 대정읍 가파로,,33.1738429901,126.274188204,131542,"레포츠,레포츠",,[]
,갯골캠핑장,경기도 시흥시 동서로 137-71 (월곶동),,37.3899375809,126.7628567321,2726656,"레포츠,레포츠",,[]
,거금해양낚시공원,전라남도 고흥군 금산면 신촌내동길 18-132,,34.4694652638,127.1045912779,2752162,"레포츠,레포츠",,[]
,거두리낚시터,강원특별자치도 춘천시 동내면 거두길 282-8,,37.8605293558,127.7888942589,2702318,"레포츠,레포츠",,[]
,거림캠핑장,경상북도 청도군 운문로 1158-10,,35.6732608066,128.9989410531,2909212,"레포츠,레포츠",,[]
,거북바위캠핑장,경기도 양평군 서종면 거북바위1길 185,,37.5673956383,127.4288300217,2753056,"레포츠,레포츠",,[]
,거북선마을 캠핑장,경상남도 사천시 사천대교로 75-61,,34.9985498643,128.040620983,2909528,"레포츠,레포츠",,[]
,거북이야영캠핑장,전북특별자치도 순창군 장군목길 352,,35.4461681819,127.2060634055,2908936,"레포츠,레포츠",,[]
,거장산오토캠핑장,경상남도 의령군 궁류면 청정로5길 57,,35.4378404967,128.2612372301,2732134,"레포츠,레포츠",,[]
,거제 덕포랜드 씨라인,경상남도 거제시 덕포5길 35-2,,34.9121604129,128.7109369971,2393038,"레포츠,레포츠",,[]
,거제글램퍼스,경상남도 거제시 일운면 망치4길 38,,34.8146065983,128.6651796796,2740064,"레포츠,레포츠",,[]
,거제오션뷰카트체험장,경상남도 거제시 일운면 거제대로 1514-18,,34.7950809875,128.6644608148,2741631,"레포츠,레포츠",,[]
,거제자연휴양림캠핑장,경상남도 거제시 동부면 거제중앙로 325,,34.7857368933,128.6259671847,2740076,"레포츠,레포츠",,[]
,거제해양레포츠센터,경상남도 거제시 일운면 지세포해안로 43,,34.8327913476,128.7023176363,2784038,"레포츠,레포츠",,[]
,거창 A글램핑,경상남도 거창군 마리면 세동길 13,,35.6887995474,127.8687095267,2720611,"레포츠,레포츠",,[]
,거창국민여가캠핑장,경상남도 거창군 북상면 덕유월성로 1312-96,,35.7620025911,127.7255174577,2719985,"레포츠,레포츠",,[]
,거창서핑파크,경상남도 거창군 위천면 거차1길 23-18,,35.7480089283,127.8363691322,2721484,"레포츠,레포츠",,[]
,거창스포츠파크,경상남도 거창군 거창읍 심소정길 39-36,,35.6939889065,127.9279819277,1665536,"레포츠,레포츠",,[]
,거청낚시터,경기도 안성시 대덕면 배꽃길 16,,37.0258493408,127.2407679731,2753942,"레포츠,레포츠",,[]
,검단수로,인천광역시 서구 오류동 1460,,37.5904168234,126.592627792,2768226,"레포츠,레포츠",,[]
,검디관광농원캠핑장,인천광역시 강화군 길상면 동검길 159-47,,37.5870296992,126.5127601891,2734025,"레포츠,레포츠",,[]
,검산별빛캠핑장,강원특별자치도 홍천군 서석면 마리소리길 120,,37.7330749396,128.2435318222,2755554,"레포츠,레포츠",,[]
,겨울세상,강원특별자치도 정선군 고한읍 고한로 83,,37.2055057123,128.8476544408,512074,"레포츠,레포츠",,[]
,경기도사격테마파크,경기도 화성시 양감면 사격장길 142,,37.0939558526,126.9565501235,131785,"레포츠,레포츠",,[]
,경기도청소년수련원,경기도 안산시 단원구 선감로 255 (선감동),,37.21650553,126.6400199207,1896625,"레포츠,레포츠",,[]
,경기도청소년야영장,경기도 광주시 퇴촌면 천진암로 1243,,37.4221809701,127.3767472538,2740098,"레포츠,레포츠",,[]
,경민호,강원특별자치도 강릉시 주문진읍 주문리,,37.8947536355,128.8319264685,2833823,"레포츠,레포츠",,[]
,경상북도 환경연수원,경상북도 구미시 금오산로 336-97 (남통동),,36.1197558559,128.3105225533,131212,"레포츠,레포츠",,[]
,경상북도교육청 포항산누리오토캠핑장,경상북도 포항시 북구 죽장로 2805,,36.3030748217,129.2486538851,2908780,"레포츠,레포츠",,[]
,경상북도교육청김천오토캠핑장,경상북도 김천시 증산1로 163,,35.9097467613,128.0261340771,2909685,"레포츠,레포츠",,[]
,경의선숲길(연트럴파크),서울특별시 마포구 연남동,,37.5620537697,126.9228151124,2553819,"레포츠,레포츠",,[]
,경인아라뱃길 아라파크웨이마당,인천광역시 계양구 정서진로 1559,,37.5826264639,126.7720088464,2767588,"레포츠,레포츠",,[]
,경주 산내 반딧불이캠핑장,경상북도 경주시 산내면 대현길 250-13,,35.7127660863,129.0739194873,2384260,"레포츠,레포츠",,[]
,경주 캠핑573,경상북도 경주시 새안현로 507-19,,35.9158056952,129.1495071077,2910143,"레포츠,레포츠",,[]
,경주레져,경상북도 경주시 보문로 4-72 (북군동),,35.8488348981,129.2656432785,3029666,"레포츠,레포츠",,[]
,경주루지월드,경상북도 경주시 천북남로 16,,35.8443664011,129.2890524666,3032546,"레포츠,레포츠",,[]
,경주별빛마루글램핑장과펜션,경상북도 경주시 천북면 새터흥림길 1-75,,35.9223799071,129.2939359164,2726678,"레포츠,레포츠",,[]
,경주보문 청소년수련원,경상북도 경주시 천북남로 176,,35.8534793746,129.2950183497,131705,"레포츠,레포츠",,[]
,경주보문실탄사격장,경상북도 경주시 보문로 424-11,,35.8440219452,129.2863888209,131830,"레포츠,레포츠",,[]
,경주시청소년수련관,경상북도 경주시 알천북로 131,,35.855130469,129.2158863483,131885,"레포츠,레포츠",,[]
,경주오류캠핑장,경상북도 경주시 감포읍 감포로 382-7,,35.8211593046,129.5086394727,2726683,"레포츠,레포츠",,[]
,경주월드 스노우파크,경상북도 경주시 보문로 544 경주월드,,35.8361143676,129.2791591242,131702,"레포츠,레포츠",,[]
,경주초우오토캠핑장,경상북도 경주시 산업로 3549-30,,35.8086448196,129.2566868756,2738736,"레포츠,레포츠",,[]
,경주컨트리클럽,경상북도 경주시 보문로 182-98,,35.8644775271,129.263029172,131557,"레포츠,레포츠",,[]
,경주텐타우스글램핑,경상북도 경주시 강동면 왕신숲골안길 5,,35.967588622,129.2904710342,2726688,"레포츠,레포츠",,[]
,경주힐링캠프,경상북도 경주시 산내면 장사길 418-55,,35.8164315488,129.0410500007,2726694,"레포츠,레포츠",,[]
,경천대랜드 눈썰매장,경상북도 상주시 사벌면 경천로 652-18,,36.4554219407,128.2437329543,131880,"레포츠,레포츠",,[]
,경천애인 징검다리길,전북특별자치도 완주군 경천면 경천리 680-3,,36.0210064504,127.2517887624,2712742,"레포츠,레포츠",,[]
,경천호,경상북도 문경시 동로면 인곡리,,36.7078470772,128.3096226748,131064,"레포츠,레포츠",,[]
,경춘선숲길,서울특별시 노원구 하계동 107-2,,37.6316233163,127.0694164404,2704696,"레포츠,레포츠",,[]
,경포저수지,강원특별자치도 강릉시 죽헌동,,37.7793091906,128.8586193047,131037,"레포츠,레포츠",,[]
,경호강 카라반,경상남도 산청군 단성면 호암로1320번길 88-4,,35.3574072791,127.915469772,2753068,"레포츠,레포츠",,[]
