name,region,lat,lon,contentid,tags,keywords
서운재(瑞雲齋),강원특별자치도,37.3247033179,128.7137989599,2715384,"관광,문화","설악산,스키,관광,문화"
서운체육공원,인천광역시,37.5335011493,126.7454182055,2765497,"관광,문화","공원,자연,산책,휴식,녹지,운동,바다,공항,관광,문화"
서울 경교장,서울특별시,37.5681816549,126.9686079871,945824,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 경모궁지,서울특별시,37.5805308178,127.00188516,231938,"관광,문화","궁궐,역사,조선,문화재,전통,문화,공원,관광"
서울 고려대학교 본관,서울특별시,37.5894664364,127.032271026,252527,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 고려대학교 중앙도서관,서울특별시,37.5898997105,127.0317877244,250470,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 관상감 관천대,서울특별시,37.5781419576,126.9880281575,250338,"관광,문화","문화,역사,공원,관광"
서울 구 러시아공사관,서울특별시,37.5684261216,126.9714160575,250362,"관광,문화","문화,역사,공원,관광"
서울 남현동 요지,서울특별시,37.475123223,126.9798734785,126911,"관광,문화","문화,역사,공원,관광"
서울 동대문 닭한마리 골목,서울특별시,37.5703487391,127.0058684191,704507,"관광,문화","문화,역사,공원,관광"
서울 문묘와 성균관,서울특별시,37.5855384759,126.996718822,126517,"관광,문화","역사,문화재,전통,방어,문화,공원,관광"
서울 방이동 고분군,서울특별시,37.507405293,127.1181655365,126515,"관광,문화","문화,역사,공원,관광"
서울 삼각지 대구탕 골목,서울특별시,37.5344523297,126.9735279372,704506,"관광,문화","문화,역사,공원,관광"
서울 삼전도비,서울특별시,37.5091158401,127.0978839997,231897,"관광,문화","문화,역사,공원,관광"
서울 석촌동 고분군,서울특별시,37.5022111756,127.1028642979,127466,"관광,문화","문화,역사,공원,관광"
서울 신당동 박정희 가옥,서울특별시,37.5615416811,127.0198840582,2764329,"관광,문화","문화,역사,공원,관광"
서울 암사동 유적,서울특별시,37.5591134023,127.1306157102,126519,"관광,문화","유적,역사,고고학,문화재,발굴,문화,공원,관광"
서울 약현성당,서울특별시,37.5591437954,126.9674194623,250330,"관광,문화","역사,문화재,전통,방어,문화,공원,관광"
서울 연산군묘,서울특별시,37.6614439896,127.0218060429,3057803,"관광,문화","등산,하이킹,자연,운동,경치,문화,역사,공원,관광"
서울 연세대학교 스팀슨관,서울특별시,37.5605791904,126.9367638823,252532,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 연세대학교 언더우드관,서울특별시,37.5649231574,126.9383080636,252533,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 영휘원(순헌황귀비)과 숭인원(이진),서울특별시,37.589647174,127.0435644361,126527,"관광,문화","문화,역사,공원,관광"
서울 운현궁,서울특별시,37.5764588036,126.9871421746,127454,"관광,문화","궁궐,역사,조선,문화재,전통,문화,공원,관광"
서울 의릉(경종·선의왕후) [유네스코 세계유산],서울특별시,37.605128994,127.0594514371,250396,"관광,문화","등산,하이킹,자연,운동,경치,문화,역사,공원,관광"
서울 인디스페이스,서울특별시,37.5572849188,126.9250122694,3425093,"관광,문화","문화,역사,공원,관광"
서울 정동교회,서울특별시,37.56545705,126.9729410025,250325,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울 정릉(신덕황후) [유네스코 세계유산],서울특별시,37.602350583,127.0063452451,127616,"관광,문화","등산,하이킹,자연,운동,경치,문화,역사,공원,관광"
서울 종로 낙지볶음 골목,서울특별시,37.5708982096,126.9799374337,735749,"관광,문화","문화,역사,공원,관광"
서울 풍납동 토성,서울특별시,37.5394516183,127.1207171711,126520,"관광,문화","역사,문화재,전통,방어,문화,공원,관광"
서울 효창공원,서울특별시,37.5445620575,126.9618926006,127643,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,역사,관광"
서울광장,서울특별시,37.5655015943,126.9787960237,128968,"관광,문화","광장,문화,역사,공원,관광"
서울교통공사 지축차량사업소,경기도,37.6496045082,126.9121524968,2461725,"관광,문화","다리,건축,경관,도시,교통,자연,공원,문화,관광"
"서울교통공사 차량기지(신정, 수서, 천왕기지)",서울특별시,37.5625755656,127.0572167398,1845253,"관광,문화","다리,건축,경관,도시,교통,문화,역사,공원,관광"
서울달,서울특별시,37.5263912372,126.9222661688,3487744,"관광,문화","문화,역사,공원,관광"
서울대공원,경기도,37.4278904825,127.0171158655,126712,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,관광"
서울도심등산관광센터(북악산),서울특별시,37.5832579211,126.9819868962,3102534,"관광,문화","등산,하이킹,자연,운동,경치,문화,역사,공원,관광"
서울랜드,경기도,37.4355619354,127.02383726,126719,"관광,문화","자연,공원,문화,관광"
서울로 7017,서울특별시,37.5545193912,126.9706609645,2495561,"관광,문화","문화,역사,공원,관광"
서울물재생체험관,서울특별시,19.69442748,117.9925662504,2993173,"관광,문화","체험,교육,활동,참여,학습,체험관,문화,역사,공원,관광"
서울새활용플라자,서울특별시,37.5587371344,127.0578667897,2553908,"관광,문화","문화,역사,공원,관광"
서울생각마루(뚝섬 자벌레),서울특별시,37.5304044529,127.0655391172,3060895,"관광,문화","문화,역사,공원,관광"
서울생활문화센터 체부,서울특별시,37.5767640432,126.9715074797,3013269,"관광,문화","문화,역사,공원,관광"
서울성북 미디어문화마루,서울특별시,37.6038090327,127.0222187566,2773558,"관광,문화","역사,문화재,전통,방어,문화,공원,관광"
서울숲 곤충식물원,서울특별시,37.5431247707,127.0418131384,3442142,"관광,문화","식물,자연,교육,산책,힐링,문화,역사,공원,관광"
서울식물원,서울특별시,37.5692236076,126.8360144928,2589349,"관광,자연","식물,자연,교육,산책,힐링,문화,역사,공원,관광"
서울식물원 호수공원,서울특별시,37.5692236076,126.8360144928,2733983,"관광,문화","호수,자연,휴식,경관,공원,산책,녹지,운동,식물,교육,힐링,문화,역사,관광"
서울어린이대공원,서울특별시,37.5493552228,127.0762792676,126490,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,역사,관광"
서울역 옥상정원(The Roof),서울특별시,37.5545416306,126.9717664185,3399181,"관광,문화","교통,여행,출발점,연결,정원,문화,역사,공원,관광"
서울웨이브아트센터,서울특별시,37.518440907,127.007297537,2718257,"관광,문화","문화,역사,공원,관광"
서울창포원,서울특별시,37.6893801026,127.0481278444,749216,"관광,자연","문화,역사,공원,관광,자연"
서울퓨처랩,서울특별시,37.56606548,126.8269404101,3036898,"관광,문화","문화,역사,공원,관광"
서울학도병참전기념비,서울특별시,37.545909426,126.9787771355,1829573,"관광,문화","문화,역사,공원,관광"
서원계곡,충청북도,36.4750142979,127.7960167641,127420,"관광,자연","계곡,자연,여름,피서,청량,서원,교육,유교,역사,전통,여행,관광"
서원곡유원지,경상남도,35.2093909858,128.5568396943,127703,"관광,문화","서원,교육,유교,역사,전통,자연,여행,관광,문화"
서유리 공룡화석지 (무등산권 국가지질공원),전라남도,35.1695446988,127.0907917647,2614891,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,여행,관광"
서재문화체육센터,대구광역시,35.8843305531,128.503225959,3015864,"관광,문화","문화,역사,도심,관광"
서천 동백정,충청남도,36.1379050125,126.4935201987,2513997,"관광,문화","자연,여행,관광,문화"
서천 성북리 오층석탑,충청남도,36.1472307407,126.5989105004,125929,"관광,문화","역사,문화재,전통,방어,자연,여행,관광,문화"
서천 이하복 고택,충청남도,36.0808855202,126.7593756236,1055245,"관광,문화","자연,여행,관광,문화"
서천군 조류생태전시관,충청남도,36.0227613199,126.7427397351,129461,"관광,문화","전시관,전시,자연,여행,관광,문화"
서천둔치(영주),경상북도,36.8261586756,128.6139921,3089951,"관광,문화","자연,여행,관광,문화"
서천레스피아,경기도,37.2387438783,127.0686053875,2733848,"관광,문화","자연,공원,문화,관광"
서천문화예술창작공간,충청남도,36.0083343883,126.6959054113,3351556,"관광,문화","자연,여행,관광,문화"
서천사(평택),경기도,37.0158108809,127.0442137929,318182,"관광,문화","자연,공원,문화,관광"
서천식물예술원,충청남도,36.07741942,126.7692859379,1055310,"관광,자연","자연,여행,관광"
서천향교,충청남도,36.079906781,126.6967923644,1954666,"관광,문화","서원,교육,유교,역사,전통,다리,건축,경관,도시,교통,자연,여행,관광,문화"
서초문화예술공원,서울특별시,37.4701886207,127.0321021982,3351700,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,역사,관광"
서촌마을,서울특별시,37.5802469183,126.9685215424,2037020,"관광,문화","마을,문화,역사,공원,관광"
서편제 촬영지,전라남도,34.1722722127,126.8621029923,2714563,"관광,문화","자연,여행,관광,문화"
서포리해변,인천광역시,37.2220680151,126.1156647591,780347,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,공항,관광,자연"
서풍받이,인천광역시,37.8015541688,124.6802010985,2932003,"관광,자연","바다,공항,관광,자연"
서프라이즈 테마파크,제주특별자치도,33.4652169011,126.6596065516,2633955,"관광,문화","놀이공원,가족,재미,엔터테인먼트,체험,화산,돌담,오름,관광,문화"
서피랑 마을,경상남도,34.8438433585,128.4189892179,2605111,"관광,문화","마을,자연,여행,관광,문화"
서한순 효자문,충청북도,36.8270501654,127.4035171697,125919,"관광,문화","자연,여행,관광,문화"
서항마을,경상남도,34.9602203002,128.6333091386,3008239,"관광,문화","마을,자연,여행,관광,문화"
서해금빛열차,서울특별시,37.5298249324,126.9647566449,1987566,"관광,문화","문화,역사,공원,관광"
서해대교,경기도,36.948367696,126.8321237196,250160,"관광,문화","다리,건축,경관,도시,교통,자연,공원,문화,관광"
서해랑 제부도 해상케이블카,경기도,37.1839622558,126.6501115621,2945376,"관광,문화","자연,공원,문화,관광"
서해안 바람공원,전북특별자치도,35.5310384693,126.5147698594,2662512,"관광,문화","공원,자연,산책,휴식,녹지,운동,해안,전통,관광,문화"
서현시범 맛집거리,경기도,37.3844059028,127.1309595241,127373,"관광,문화","거리,자연,공원,문화,관광"
서호공원,경기도,37.280351557,126.9906140789,2781854,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,관광"
서호꽃뫼공원,경기도,37.2837594563,126.9884058506,2739474,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,관광"
서흥김씨삼강정문,경기도,37.0873899728,127.2693553385,128539,"관광,문화","자연,공원,문화,관광"
석가사(대구),대구광역시,35.8461601271,128.667634759,3024155,"관광,문화","문화,역사,도심,관광"
석계서원,울산광역시,35.4702352866,129.2347400134,1955823,"관광,문화","서원,교육,유교,역사,전통,공업,바다,해안,관광,문화"
석골사,경상남도,35.6158520549,128.9272628245,318183,"관광,문화","자연,여행,관광,문화"
석남사(안성),경기도,36.9392410718,127.3070755134,127453,"관광,문화","역사,문화재,전통,방어,자연,공원,문화,관광"
석남사(울산),울산광역시,35.6211173075,129.0324006938,126184,"관광,문화","등산,하이킹,자연,운동,경치,공업,바다,해안,관광,문화"
석남사계곡,울산광역시,35.6174456483,129.0403862086,127422,"관광,자연","계곡,자연,여름,피서,청량,공업,바다,해안,관광"
석남사계곡,경기도,36.9392410718,127.3070755134,2738711,"관광,자연","계곡,자연,여름,피서,청량,공원,문화,관광"
석남체육공원,인천광역시,37.5108747543,126.6749641555,2767723,"관광,문화","공원,자연,산책,휴식,녹지,운동,바다,공항,관광,문화"
석대도,충청남도,36.2445432536,126.5202705884,129613,"관광,자연","자연,여행,관광"
석련사(홍성),충청남도,36.6045369289,126.6182078628,318190,"관광,문화","역사,문화재,전통,방어,자연,여행,관광,문화"
석룡산,경기도,38.005856607,127.4756185079,127645,"관광,자연","등산,하이킹,자연,운동,경치,공원,문화,관광"
석류공원,경상남도,35.1662765995,128.1044276641,2744504,"관광,문화","공원,자연,산책,휴식,녹지,운동,여행,관광,문화"
석림사(의정부),경기도,37.7011346184,127.0663147378,318197,"관광,문화","자연,공원,문화,관광"
석모도 수목원,인천광역시,37.691078194,126.3264049255,2490928,"관광,자연","식물,자연,교육,산책,힐링,바다,공항,관광"
석문,충청북도,37.0031860504,128.3430639241,129684,"관광,자연","자연,여행,관광"
석문 국가산업단지 음악분수대,충청남도,37.0235268152,126.5796084454,2736685,"관광,문화","등산,하이킹,자연,운동,경치,여행,관광,문화"
석문각,충청남도,37.0511780351,126.5142525185,2736914,"관광,문화","자연,여행,관광,문화"
석문공원,전라남도,34.5609153552,126.7239418944,3433766,"관광,문화","공원,자연,산책,휴식,녹지,운동,여행,관광,문화"
석병리마을,경상북도,36.0264013321,129.576563697,2945682,"관광,문화","마을,자연,여행,관광,문화"
석보군묘각,충청북도,36.7798713722,127.6623230072,1678280,"관광,문화","자연,여행,관광,문화"
"석부작박물관 (숨도, 귤림성)",제주특별자치도,33.2503192271,126.5360193536,129276,"관광,자연","박물관,문화,교육,역사,전시,문화재,전통,방어,화산,돌담,오름,관광,자연"
석불사(익산),전북특별자치도,36.0297456443,127.007665871,127436,"관광,문화","등산,하이킹,자연,운동,경치,전통,관광,문화"
석산곶,인천광역시,37.4447568721,126.4847916801,2769480,"관광,자연","등산,하이킹,자연,운동,경치,바다,공항,관광"
석산리 마애여래좌상,전북특별자치도,35.444365408,127.1944117056,2357456,"관광,문화","등산,하이킹,자연,운동,경치,전통,관광,문화"
석상암(고창),전북특별자치도,35.4977377835,126.5795288186,318200,"관광,문화","자연,전통,관광,문화"
석성향교,충청남도,36.2278393797,126.990467736,1954674,"관광,문화","역사,문화재,전통,방어,서원,교육,유교,다리,건축,경관,도시,자연,여행,관광,문화"
석수체육공원,경기도,37.4220669519,126.9060789082,2738364,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,관광"
석예원 본초 족욕 성산점,제주특별자치도,33.4421097515,126.9195734269,3012012,"관광,문화","등산,하이킹,자연,운동,경치,역사,문화재,전통,방어,화산,돌담,오름,관광,문화"
석왕사(경기),경기도,37.491120813,126.793220588,318207,"관광,문화","자연,공원,문화,관광"
석장리 계절별 꽃단지,충청남도,36.4444403786,127.1945853132,3038643,"관광,자연","사찰,불교,문화,역사,전통,종교,자연,여행,관광"
석적체육공원,경상북도,36.0717905658,128.3912306354,2664533,"관광,문화","공원,자연,산책,휴식,녹지,운동,여행,관광,문화"
석정보름우물,서울특별시,37.5823136806,126.9872558872,3045027,"관광,문화","문화,역사,공원,관광"
석정온천휴스파,전북특별자치도,35.4320812865,126.7410244472,2778917,"관광,문화","온천,힐링,휴양,치유,온수,자연,전통,관광,문화"
석조보살좌상,강원특별자치도,37.7189028985,128.6029831025,2772699,"관광,문화","설악산,스키,관광,문화"
석조부도,대구광역시,35.8887070963,128.6138771954,1116430,"관광,문화","문화,역사,도심,관광"
석종사(충주),충청북도,36.9485714935,127.9695906508,318240,"관광,문화","자연,여행,관광,문화"
석천계곡,경상북도,36.8999191605,128.7337542576,126692,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
석천사(여수),전라남도,34.7584825358,127.7345011707,318242,"관광,문화","자연,여행,관광,문화"
석천암(괴산),충청북도,36.67266025,127.9014462578,318255,"관광,문화","등산,하이킹,자연,운동,경치,여행,관광,문화"
석촌호수,서울특별시,37.5095713442,127.0979728676,754052,"관광,문화","호수,자연,휴식,경관,문화,역사,공원,관광"
석탄사(정읍),전북특별자치도,35.5637427413,126.9859687896,318335,"관광,문화","자연,전통,관광,문화"
석탑사,부산광역시,35.3229198954,129.1611033114,2776998,"관광,문화","바다,해변,항구,관광,문화"
석파정,서울특별시,37.5948701151,126.96277443,3449598,"관광,문화","문화,역사,공원,관광"
석포리선착장,인천광역시,37.6937563734,126.3672094434,2791189,"관광,자연","바다,공항,관광,자연"
석포일출일몰전망대,경상북도,37.5472523281,130.9091409254,1136251,"관광,문화","전망대,경치,조망,풍경,경관,자연,여행,관광,문화"
선감어촌체험마을,경기도,37.2205604384,126.6298901758,128599,"관광,문화","체험,교육,활동,참여,학습,마을,자연,공원,문화,관광"
선광사,강원특별자치도,37.1439043783,128.9879243136,2718059,"관광,문화","설악산,스키,관광,문화"
선광사(제주),제주특별자치도,33.2726999126,126.6994907989,318339,"관광,문화","화산,돌담,오름,관광,문화"
선교기념비,광주광역시,35.1396061822,126.9135887299,127062,"관광,문화","다리,건축,경관,도시,교통,문화,예술,역사,관광"
선교사블레어주택,대구광역시,35.8666257294,128.5849831341,2366243,"관광,문화","다리,건축,경관,도시,교통,문화,역사,도심,관광"
선교사스윗즈주택,대구광역시,35.867545067,128.5848109015,1613870,"관광,문화","다리,건축,경관,도시,교통,문화,역사,도심,관광"
선교사챔니스주택,대구광역시,35.8666090647,128.5849525818,1613886,"관광,문화","다리,건축,경관,도시,교통,문화,역사,도심,관광"
선구몽돌해변,경상남도,34.7372676069,127.8577048307,2782780,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,자연,여행,관광"
선국사(남원),전북특별자치도,35.4292060599,127.3578504129,318340,"관광,문화","자연,전통,관광,문화"
선납숲공원,경기도,37.2120670435,127.1040418101,2743349,"관광,자연","공원,자연,산책,휴식,녹지,운동,문화,관광"
선녀바위,인천광역시,37.4396528391,126.3789681524,129605,"관광,자연","바다,공항,관광,자연"
선녀와나무꾼,제주특별자치도,33.4792299475,126.7037135147,598187,"관광,문화","화산,돌담,오름,관광,문화"
선달산,강원특별자치도,37.111577005,128.6704203224,127583,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
선도리갯벌체험마을,충청남도,36.1296492838,126.5909644476,129462,"관광,문화","갯벌,조개,바다,생태,체험,교육,활동,참여,학습,마을,자연,여행,관광,문화"
선돌 (강원고생대 국가지질공원),강원특별자치도,37.2065393883,128.4346830763,126887,"관광,자연","공원,자연,산책,휴식,녹지,운동,설악산,스키,관광"
선돌근린공원,경기도,37.8214847624,127.0811627046,2751283,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,관광"
선미도 등대,인천광역시,37.2871320274,126.0775831577,129130,"관광,자연","등대,바다,해안,항해,역사,공항,관광,자연"
선바위(선암),서울특별시,37.5789274555,126.9589446749,2774283,"관광,자연","문화,역사,공원,관광,자연"
선바위(입암),울산광역시,35.5662858909,129.250285962,1624461,"관광,자연","공업,바다,해안,관광,자연"
선바위공원,울산광역시,35.583364229,129.2344951937,2871593,"관광,문화","공원,자연,산책,휴식,녹지,운동,공업,바다,해안,관광,문화"
선바위관광지,경상북도,36.6085729884,129.0819513306,2043682,"관광,문화","자연,여행,관광,문화"
선바위산(영월),강원특별자치도,37.1530637051,128.8053653501,127304,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
선법사,경기도,37.5180556905,127.2086097848,2790497,"관광,문화","자연,공원,문화,관광"
선본사(경산),경상북도,35.9873149153,128.7391522829,128093,"관광,문화","등산,하이킹,자연,운동,경치,여행,관광,문화"
선봉사(칠곡),경상북도,36.0868932394,128.3277052806,318344,"관광,문화","등산,하이킹,자연,운동,경치,여행,관광,문화"
선비문화체험관 우리누리,전북특별자치도,35.5762148999,127.0647392528,128323,"관광,문화","체험,교육,활동,참여,학습,체험관,자연,전통,관광,문화"
선비촌,경상북도,36.9283157941,128.5812364783,129430,"관광,문화","자연,여행,관광,문화"
선샤인밀양테마파크,경상남도,35.5005410854,128.8334714554,3302874,"관광,문화","놀이공원,가족,재미,엔터테인먼트,체험,자연,여행,관광,문화"
선석사(경북),경상북도,36.0156396945,128.2989042518,319485,"관광,문화","자연,여행,관광,문화"
선암 자연휴양림,전북특별자치도,35.7656818478,127.0404226259,3361444,"관광,자연","자연,전통,관광"
선암계곡(하선암),충청북도,36.9079769088,128.3094058138,126654,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
선암사 [유네스코 세계유산],전라남도,34.9965794091,127.3311360667,126369,"관광,문화","등산,하이킹,자연,운동,경치,여행,관광,문화"
선암사(부산),부산광역시,35.1768587956,129.0275328529,128053,"관광,문화","등산,하이킹,자연,운동,경치,바다,해변,항구,관광,문화"
선암사계곡,전라남도,34.9923189536,127.3414158254,126267,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
선암호수공원,울산광역시,35.5170400753,129.3260724005,1824216,"관광,문화","호수,자연,휴식,경관,공원,산책,녹지,운동,공업,바다,해안,관광,문화"
선암호수공원 무지개놀이터,울산광역시,35.5176398904,129.3198284839,2754494,"관광,문화","호수,자연,휴식,경관,공원,산책,녹지,운동,공업,바다,해안,관광,문화"
선운사 백파율사비,전북특별자치도,35.4968434144,126.577992867,1596506,"관광,문화","자연,전통,관광,문화"
선운사(고창),전북특별자치도,35.4977377835,126.5795288186,147548,"관광,문화","자연,전통,관광,문화"
선운산 (전북 서해안 국가지질공원),전북특별자치도,35.5026762295,126.5865614025,126236,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,해안,전통,관광"
선운산 낙조대,전북특별자치도,35.5026151249,126.586561404,1596119,"관광,문화","등산,하이킹,자연,운동,경치,전통,관광,문화"
선운산 생태숲,전북특별자치도,35.5026206801,126.5865669591,1994606,"관광,자연","등산,하이킹,자연,운동,경치,전통,관광"
선운정사,제주특별자치도,33.4293874894,126.3071574318,2738675,"관광,문화","화산,돌담,오름,관광,문화"
선원공원,대구광역시,35.8595530192,128.5149478354,3015813,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,역사,도심,관광"
선원사(남원),전북특별자치도,35.4126696208,127.3912589995,319550,"관광,문화","자연,전통,관광,문화"
선유구곡(선유동계곡),충청북도,36.6838474612,127.8798201003,125836,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
선유담계곡,경기도,36.066845407,127.3949164512,129661,"관광,자연","계곡,자연,여름,피서,청량,공원,문화,관광"
선유대교,전북특별자치도,35.8082691291,126.41513843,2606126,"관광,문화","다리,건축,경관,도시,교통,자연,전통,관광,문화"
선유도,전북특별자치도,35.8102049733,126.4124052922,226923,"관광,자연","자연,전통,관광"
선유도 둘레길,전북특별자치도,35.8080191116,126.4124247901,3025830,"관광,자연","자연,전통,관광"
선유도 월명유람선,전북특별자치도,35.8165459289,126.4131272888,128944,"관광,문화","자연,전통,관광,문화"
선유도공원,서울특별시,37.5422918129,126.902442527,2661405,"관광,문화","공원,자연,산책,휴식,녹지,운동,문화,역사,관광"
선유도항방파제등대,전북특별자치도,35.8271142553,126.4183432215,3078054,"관광,자연","등대,바다,해안,항해,역사,자연,전통,관광"
선유도해수욕장,전북특별자치도,35.8161737144,126.4110635938,2022531,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,자연,전통,관광"
선유동 계곡(의신(선유동)계곡),경상남도,35.2889410824,127.6614189315,2788084,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
선유동계곡(문경),경상북도,36.6778467727,127.9564217492,126056,"관광,자연","계곡,자연,여름,피서,청량,여행,관광"
선유동계곡(산청),경상남도,35.3724978179,127.9478470804,126758,"관광,자연","계곡,자연,여름,피서,청량,등산,하이킹,운동,경치,여행,관광"
선유동마애불사존불상,경기도,37.1236254147,127.4640117359,128518,"관광,문화","자연,공원,문화,관광"
선유랑마을,경기도,37.6945631573,126.9117734775,2568706,"관광,문화","마을,자연,공원,문화,관광"
선인장다육식물연구소(구 선인장연구소),경기도,37.6855470939,126.7313513319,523999,"관광,자연","자연,공원,문화,관광"
선임교,제주특별자치도,33.247055995,126.5547483594,988441,"관광,문화","다리,건축,경관,도시,교통,화산,돌담,오름,관광,문화"
선재도(선재도 어촌체험마을),인천광역시,37.2329629349,126.5372399316,127851,"관광,자연","체험,교육,활동,참여,학습,마을,바다,공항,관광,자연"
선진공원,경상남도,35.0437392593,128.0419196899,1622479,"관광,문화","공원,자연,산책,휴식,녹지,운동,여행,관광,문화"
선진마을,경상남도,35.0411367586,128.0410476122,129088,"관광,문화","마을,자연,여행,관광,문화"
선창포구,경기도,37.1303043596,126.7956498192,2751601,"관광,자연","자연,공원,문화,관광"
선학동 마을,전라남도,34.4622216674,126.9404336135,786376,"관광,문화","마을,자연,여행,관광,문화"
선학산전망대,경상남도,35.1910570129,128.0969332229,2612883,"관광,문화","등산,하이킹,자연,운동,경치,전망대,조망,풍경,경관,여행,관광,문화"
선화당(공주),충청남도,36.4660475194,127.1098145563,128115,"관광,문화","자연,여행,관광,문화"
선흘 동백동산/곶자왈 (제주도 국가지질공원),제주특별자치도,33.5104545136,126.7188281546,1906195,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,화산,돌담,오름,관광"
선흘2리마을,제주특별자치도,33.4569075855,126.7142936617,2774278,"관광,문화","마을,화산,돌담,오름,관광,문화"
설곡옻샘마을,경기도,37.6199549792,127.5134985859,2789687,"관광,문화","마을,자연,공원,문화,관광"
설리스카이워크,경상남도,34.7085570405,128.0231133495,2708852,"관광,문화","자연,여행,관광,문화"
설리해수욕장,경상남도,34.7055990803,128.0255437691,129487,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,자연,여행,관광"
설매재자연휴양림,경기도,37.5561984709,127.5125699627,127170,"관광,자연","자연,공원,문화,관광"
설봉산,경기도,37.2797510216,127.4200168401,125568,"관광,자연","등산,하이킹,자연,운동,경치,공원,문화,관광"
설봉서원,경기도,37.2813564058,127.4207639492,1955892,"관광,문화","등산,하이킹,자연,운동,경치,서원,교육,유교,역사,전통,공원,문화,관광"
설성공원,충청북도,36.9329542953,127.6910994451,1116129,"관광,문화","공원,자연,산책,휴식,녹지,운동,역사,문화재,전통,방어,여행,관광,문화"
설악금호리조트,강원특별자치도,38.1820481114,128.5496875363,136634,"관광,문화","설악산,스키,관광,문화"
설악산 국립공원(외설악),강원특별자치도,38.1675797134,128.5168243054,127586,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,설악산,스키,관광"
설악산 대청봉,강원특별자치도,38.1194565385,128.4653249205,125621,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
설악산 생태탐방원,강원특별자치도,38.1245417312,128.3041477444,3424152,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
설악산 울산바위,강원특별자치도,38.1869348183,128.466478279,125805,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
설악산 자생식물원,강원특별자치도,38.1970097802,128.5250448649,2513888,"관광,자연","등산,하이킹,자연,운동,경치,식물,교육,산책,힐링,설악산,스키,관광"
설악산 흘림골,강원특별자치도,38.0878565375,128.4187245737,2383582,"관광,자연","등산,하이킹,자연,운동,경치,설악산,스키,관광"
설악산국립공원(남설악),강원특별자치도,38.0854546303,128.4493635323,125586,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,설악산,스키,관광"
설악산국립공원(내설악),강원특별자치도,38.1917904898,128.3579130021,125584,"관광,자연","등산,하이킹,자연,운동,경치,공원,산책,휴식,녹지,설악산,스키,관광"
설악산책,강원특별자치도,38.1987042227,128.5351355615,3041402,"관광,문화","등산,하이킹,자연,운동,경치,설악산,스키,관광,문화"
설악썬밸리골프리조트,강원특별자치도,38.3161900784,128.5116034759,951363,"관광,문화","설악산,스키,관광,문화"
설악파인리조트,강원특별자치도,38.1957324196,128.538913089,228911,"관광,문화","설악산,스키,관광,문화"
설악포유리조트,강원특별자치도,38.2337859469,128.5195664383,136082,"관광,문화","설악산,스키,관광,문화"
설악해맞이공원 인어연인상,강원특별자치도,38.1632070033,128.6085577775,2710893,"관광,문화","공원,자연,산책,휴식,녹지,운동,설악산,스키,관광,문화"
설악해변,강원특별자치도,38.1302666737,128.6231630354,125703,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,설악산,스키,관광,자연"
설악해수욕장,강원특별자치도,38.1301333481,128.6227575205,2710820,"관광,자연","바다,해변,물놀이,여름,해수욕,모래,설악산,스키,관광,자연"
설재서원,전라남도,35.0667358702,126.7030174938,1957422,"관광,문화","서원,교육,유교,역사,전통,자연,여행,관광,문화"
설천 남해해안도로,경상남도,34.9396756638,127.8682903743,2652455,"관광,자연","해안,자연,여행,관광"
