name,region,lat,lon,contentid,image_url,tags,menu,open_time,rest_date,parking,reservation,packaging,detailed_keywords,keywords
문릿,경기도,37.5043949161,127.5969610304,2792660,,"관광,음식점",,,,,,,[],
문바리문어세상해천탕,서울특별시,37.5099660236,127.1135547718,2849487,,"관광,음식점",,,,,,,[],
문배동 육칼,서울특별시,37.5365964678,126.970328168,1985351,,"관광,음식점",,,,,,,[],
문병장식육식당,경상남도,34.8404792597,128.6957568915,2899827,,"관광,음식점",,,,,,,[],
문산부대찌개 정미식당,경기도,37.8493679927,126.7933854572,2859801,,"관광,음식점",,,,,,,[],
문산짬뽕,경기도,37.8454989462,126.7904052849,2853314,,"관광,음식점",,,,,,,[],
문성5호,경기도,37.2661431172,126.5770881741,2858618,,"관광,음식점",,,,,,,[],
문스,경기도,37.3219044351,127.1100131869,2838594,,"관광,음식점",,,,,,,[],
문쏘 제주협재점,제주특별자치도,33.4057282066,126.2569178869,2858612,,"관광,음식점",,,,,,,[],
문어당,경상남도,34.9987865328,128.6943305718,2914848,,"관광,음식점",,,,,,,[],
문어로 용인점,경기도,37.247075633,127.1892747708,2909919,,"관광,음식점",,,,,,,[],
문어스토리해천 본점,경기도,37.2956898376,127.0559993809,2867853,,"관광,음식점",,,,,,,[],
문영부스시,경기도,37.745082799,127.0949025364,2830180,,"관광,음식점",,,,,,,[],
문자네통장어,전라남도,34.7496104308,127.6838391609,2871704,,"관광,음식점",,,,,,,[],
문장대식당,충청북도,36.5310611372,127.822223975,704462,,"관광,음식점",,,,,,,[],
문정식당,충청북도,36.3144898863,127.5806681899,2860681,,"관광,음식점",,,,,,,[],
문정한정식,전라남도,35.2749202837,126.5137707784,2878107,,"관광,음식점",,,,,,,[],
문지리535,경기도,37.8301077809,126.717998467,2836316,,"관광,음식점",,,,,,,[],
문차이나,인천광역시,37.4775526412,126.619084071,2445137,,"관광,음식점",,,,,,,[],
문츠 바베큐,서울특별시,37.5436860075,127.0524482654,2900146,,"관광,음식점",,,,,,,[],
문치비,제주특별자치도,33.2528934686,126.5060330058,2843867,,"관광,음식점",,,,,,,[],
문토스트,부산광역시,35.1809477221,129.2043979105,2891868,,"관광,음식점",,,,,,,[],
문호리쌀국수,경기도,37.6089699254,127.3498887751,2836946,,"관광,음식점",,,,,,,[],
문화갈비,경상북도,36.5647685674,128.7323113968,2679296,,"관광,음식점",,,,,,,[],
문화반점,인천광역시,37.4732451604,126.6390240375,2835427,,"관광,음식점",,,,,,,[],
문화식당,서울특별시,37.5928265443,126.9982101461,2839130,,"관광,음식점",,,,,,,[],
문화식당,서울특별시,37.5423667414,127.0538426204,2900037,,"관광,음식점",,,,,,,[],
물고기 커피 로스터스,광주광역시,35.1478637826,126.9254069226,3403374,,"관광,음식점",,,,,,,[],
물고기자리,전북특별자치도,35.9358453225,126.5255253043,2925121,,"관광,음식점",,,,,,,[],
물꼬방,경기도,37.7957558467,127.1594229654,2853660,,"관광,음식점",,,,,,,[],
물노리,전라남도,35.0335152997,126.9091417719,2902070,,"관광,음식점",,,,,,,[],
물레방아,경기도,37.1649815264,126.6732349807,2740956,,"관광,음식점",,,,,,,[],
물레방아메기전문점,경기도,37.587866607,126.876513051,2874493,,"관광,음식점",,,,,,,[],
물레방아식당,인천광역시,37.6867841343,126.3197695419,2791184,,"관광,음식점",,,,,,,[],
물레방아식당,강원특별자치도,38.076131755,128.5032672614,2913244,,"관광,음식점",,,,,,,[],
물레방아한정식,경상남도,34.8880698244,128.6215204173,2858198,,"관광,음식점",,,,,,,[],
물맑은집,경기도,37.6408989337,127.1632604012,2836700,,"관광,음식점",,,,,,,[],
물망초횟집,경상남도,35.3861419119,128.4783223537,2842102,,"관광,음식점",,,,,,,[],
물밀소,전북특별자치도,35.9851317068,126.7090576136,2778090,,"관광,음식점",,,,,,,[],
물바람버섯농장식당,강원특별자치도,37.1907520783,128.5686937478,2925342,,"관광,음식점",,,,,,,[],
물방아삼계탕,경상북도,35.8442514964,129.2346627905,132984,,"관광,음식점",,,,,,,[],
물빛정원,전북특별자치도,35.8843837245,127.1267729508,2783390,,"관광,음식점",,,,,,,[],
물새집,충청남도,36.5087847225,126.3331027836,1935655,,"관광,음식점",,,,,,,[],
물안골송어회,강원특별자치도,37.6605350209,128.4774128752,2789465,,"관광,음식점",,,,,,,[],
물왕굿순대국(물왕good순대국),경기도,37.3814205309,126.8421803041,2635510,,"관광,음식점",,,,,,,[],
물왕통나무집,경기도,37.3816816038,126.8416914529,2635513,,"관광,음식점",,,,,,,[],
물장구식육식당,경상남도,35.3423499894,128.0350429885,2837623,,"관광,음식점",,,,,,,[],
물천한우,경상북도,35.870029912,129.2753807091,2839075,,"관광,음식점",,,,,,,[],
물치한우설렁탕,강원특별자치도,38.1526164893,128.604494588,2046961,,"관광,음식점",,,,,,,[],
물회명가,경상남도,34.7935951748,128.0473451565,2929884,,"관광,음식점",,,,,,,[],
물회의정석 곰치국 본점,경기도,37.6646981772,126.655650508,2845510,,"관광,음식점",,,,,,,[],
뭉치네풍천장어전문,전북특별자치도,35.5030678394,126.5858392346,1602084,,"관광,음식점",,,,,,,[],
뭐하농 하우스,충청북도,36.8353410238,127.8708138495,2725011,,"관광,음식점",,,,,,,[],
뮌스터담,경기도,37.7268293366,126.784139783,2829130,,"관광,음식점",,,,,,,[],
뮤즈,경상북도,36.5797423864,128.7602918123,2687949,,"관광,음식점",,,,,,,[],
뮤지엄B,충청남도,36.2591454636,127.3826207122,2788856,,"관광,음식점",,,,,,,[],
뮤직컴플렉스 서울,서울특별시,37.574520076,126.9835675554,2947970,,"관광,음식점",,,,,,,[],
뮤트커피,경상남도,35.2567426469,128.6352371204,2838695,,"관광,음식점",,,,,,,[],
므므흐스 부엉이버거,경상북도,35.9928946666,128.4293461304,2841318,,"관광,음식점",,,,,,,[],
미 피아체,서울특별시,37.5215134469,127.0448856938,402880,,"관광,음식점",,,,,,,[],
미가,강원특별자치도,38.2017316456,128.5349882584,2891983,,"관광,음식점",,,,,,,[],
미가곰치국,강원특별자치도,37.8905623795,128.8280825014,2685566,,"관광,음식점",,,,,,,[],
미가본,서울특별시,37.5638074655,126.9854510205,2653735,,"관광,음식점",,,,,,,[],
미가순대국,경기도,37.2047657089,127.1374695412,2866027,,"관광,음식점",,,,,,,[],
미가스시 기업도시,강원특별자치도,37.3754539757,127.8810057421,2687977,,"관광,음식점",,,,,,,[],
미가훠궈양고기,경기도,37.3227735674,127.0982225663,2742176,,"관광,음식점",,,,,,,[],
미각,경기도,37.6624294865,126.839192129,2868303,,"관광,음식점",,,,,,,[],
미강,강원특별자치도,37.6157188582,128.3776510096,2790142,,"관광,음식점",,,,,,,[],
미곡반상,경기도,37.2973847296,127.3999820412,2872377,,"관광,음식점",,,,,,,[],
미광,인천광역시,37.4802162481,126.6206505206,2846783,,"관광,음식점",,,,,,,[],
미궁장어구이,인천광역시,37.4572855084,126.7736955347,2900987,,"관광,음식점",,,,,,,[],
미꼬담,경기도,37.5077218798,126.8054828934,2781592,,"관광,음식점",,,,,,,[],
미꾸미꾸,광주광역시,35.1871287177,126.9209507758,2873789,,"관광,음식점",,,,,,,[],
미나모토,인천광역시,37.3963209606,126.6502029286,2906252,,"관광,음식점",,,,,,,[],
미나미,서울특별시,37.4933912319,127.0181361469,2864321,,"관광,음식점",,,,,,,[],
미나미야마 본점,서울특별시,37.557302675,126.9859344939,2853965,,"관광,음식점",,,,,,,[],
미나미참치,경기도,37.2637709577,127.0362215139,2867393,,"관광,음식점",,,,,,,[],
미남장어 본점,경상북도,36.0817168174,129.4065964358,2839272,,"관광,음식점",,,,,,,[],
미니네,서울특별시,37.5628747731,127.0150566827,697328,,"관광,음식점",,,,,,,[],
미니타이,경기도,37.6705109088,126.7848274231,2875618,,"관광,음식점",,,,,,,[],
미담,충청남도,36.9937113741,126.4515736486,2845476,,"관광,음식점",,,,,,,[],
미담참숯불구이,경기도,37.7331196399,127.0583089976,2831059,,"관광,음식점",,,,,,,[],
미당광천막국수,충청북도,37.1594785877,128.1628338692,2670600,,"관광,음식점",,,,,,,[],
미덕원,경기도,37.6722024774,126.7903740902,2736427,,"관광,음식점",,,,,,,[],
미도식당,충청남도,36.5009017667,126.6264876415,2913566,,"관광,음식점",,,,,,,[],
미동암소정,부산광역시,35.288204526,129.1708617561,2872395,,"관광,음식점",,,,,,,[],
미드나잇 롤러코스터 클럽,서울특별시,37.5880336982,127.0560911185,3416133,,"관광,음식점",,,,,,,[],
미드바르앳홈,경기도,37.0587954786,127.0820314053,2859695,,"관광,음식점",,,,,,,[],
미뜸,경기도,37.5633556446,127.1897240989,2910608,,"관광,음식점",,,,,,,[],
미락,서울특별시,37.5404630308,126.8342432413,2685492,,"관광,음식점",,,,,,,[],
미락,강원특별자치도,37.5922704434,128.3183237356,2782185,,"관광,음식점",,,,,,,[],
미락생선구이,경상남도,34.8677278999,128.6351753246,2914861,,"관광,음식점",,,,,,,[],
미락식당,전라남도,34.313338076,126.7576365478,2907053,,"관광,음식점",,,,,,,[],
미래식당,전라남도,34.8057522819,126.4202016406,2682558,,"관광,음식점",,,,,,,[],
미래연,광주광역시,35.1593002533,126.8586847576,2664400,,"관광,음식점",,,,,,,[],
미로횟집,전라남도,34.7577062775,127.6567329939,2923772,,"관광,음식점",,,,,,,[],
미루꾸커피,경기도,37.6643227614,126.7859719375,2772263,,"관광,음식점",,,,,,,[],
미루차이나,경상남도,34.8764518247,128.6296200209,2912032,,"관광,음식점",,,,,,,[],
미르마르,강원특별자치도,37.7725561465,128.9472893023,2927791,,"관광,음식점",,,,,,,[],
미르밀옥류관 본점,전북특별자치도,35.8212710564,127.10331558,2891347,,"관광,음식점",,,,,,,[],
미르식당,대전광역시,36.3248301507,127.4124468252,2827895,,"관광,음식점",,,,,,,[],
미림산장,서울특별시,37.6739422335,127.0050349948,2840174,,"관광,음식점",,,,,,,[],
미몽,충청북도,36.8127495478,127.5862178086,2766466,,"관광,음식점",,,,,,,[],
미미곱창,경기도,37.5638139236,127.1896379822,2862239,,"관광,음식점",,,,,,,[],
미미루,부산광역시,35.2195328159,129.0829796339,2869595,,"관광,음식점",,,,,,,[],
미미미 가든,서울특별시,37.5238631067,127.0411331916,2867344,,"관광,음식점",,,,,,,[],
미미삼겹,대전광역시,36.3585640319,127.3476739253,2912095,,"관광,음식점",,,,,,,[],
미미원,광주광역시,35.1471138845,126.9263763007,2837737,,"관광,음식점",,,,,,,[],
미미향,경기도,38.0320070952,127.3663916084,2855876,,"관광,음식점",,,,,,,[],
미블랑 케이크,경기도,37.5031218092,126.7714250169,2874935,,"관광,음식점",,,,,,,[],
미쁜제과,제주특별자치도,33.26916433,126.1801414853,2831622,,"관광,음식점",,,,,,,[],
미사리바다해장국,경기도,37.570777217,127.2014144895,2864190,,"관광,음식점",,,,,,,[],
미사장,경기도,37.5642891756,127.2066142019,2754718,,"관광,음식점",,,,,,,[],
미사풍천장어,경기도,37.5465187477,127.1917493957,2893771,,"관광,음식점",,,,,,,[],
미성당납작만두,대구광역시,35.8575100191,128.580850418,638203,,"관광,음식점",,,,,,,[],
미성삼색장어,충청남도,36.8173719828,127.0063476653,2868790,,"관광,음식점",,,,,,,[],
미성식당,강원특별자치도,37.6389724292,128.559903309,2784874,,"관광,음식점",,,,,,,[],
미성옥,서울특별시,37.564218503,126.9839567005,2682587,,"관광,음식점",,,,,,,[],
미세노센세,대전광역시,36.3461550716,127.3888955744,2865914,,"관광,음식점",,,,,,,[],
미소다,경기도,37.666583386,126.7734563504,2759845,,"관광,음식점",,,,,,,[],
미소레 커피,충청남도,36.8285763098,127.1665523558,1926273,,"관광,음식점",,,,,,,[],
미소머금고,경상북도,36.855623102,128.5268406821,2010407,,"관광,음식점",,,,,,,[],
미소식당,전북특별자치도,35.3759054565,127.1343576672,2902192,,"관광,음식점",,,,,,,[],
미소텐동,경기도,37.2876907794,127.0568828588,3444598,,"관광,음식점",,,,,,,[],
미소팔공한우,대구광역시,35.995372747,128.6116355232,2850496,,"관광,음식점",,,,,,,[],
미송쌈정식,인천광역시,37.4483214566,126.3893614095,2845198,,"관광,음식점",,,,,,,[],
미송플러스샤브,경기도,37.6578900455,126.7786227908,2829981,,"관광,음식점",,,,,,,[],
미스진햄버거 송탄본점,경기도,37.0804562964,127.050050365,2862144,,"관광,음식점",,,,,,,[],
미스칠,제주특별자치도,33.493944243,126.4833600991,2758924,,"관광,음식점",,,,,,,[],
미스터뽕,경상남도,35.1454319705,128.5829641306,2844216,,"관광,음식점",,,,,,,[],
미스터왕태평점,대전광역시,36.317677856,127.3935570404,2580951,,"관광,음식점",,,,,,,[],
미스티,전북특별자치도,35.5953718123,127.1084765434,2910699,,"관광,음식점",,,,,,,[],
미스틱3도,제주특별자치도,33.4500241681,126.487380188,2836873,,"관광,음식점",,,,,,,[],
미식 쌈밥,경기도,37.9374483865,127.0463236556,2830623,,"관광,음식점",,,,,,,[],
미식가,경기도,37.1654932781,127.6425749859,2665631,,"관광,음식점",,,,,,,[],
미식가,충청남도,36.7462124438,126.3050268657,2851276,,"관광,음식점",,,,,,,[],
미식가의주방,경기도,37.2868067571,127.0126063466,2850331,,"관광,음식점",,,,,,,[],
미쓰리햄버거,경기도,37.081436793,127.0531250596,2681666,,"관광,음식점",,,,,,,[],
미쓰족발 명동,서울특별시,37.5647212126,126.9834539545,2642961,,"관광,음식점",,,,,,,[],
미아논나,서울특별시,37.5444914739,127.0526732224,2900009,,"관광,음식점",,,,,,,[],
미안커피,전북특별자치도,35.3987461657,127.3895706199,2851518,,"관광,음식점",,,,,,,[],
미애네칼국수,인천광역시,37.4264301094,126.4209813437,2780280,,"관광,음식점",,,,,,,[],
미야자키,경기도,37.2273948544,127.2047433674,2756832,,"관광,음식점",,,,,,,[],
미에뜨,서울특별시,37.4829235171,127.0467699477,2871674,,"관광,음식점",,,,,,,[],
미엘드세화,제주특별자치도,33.5245497062,126.8618543076,2838059,,"관광,음식점",,,,,,,[],
미연복집 본점,전라남도,35.2647261358,127.1212255528,2905991,,"관광,음식점",,,,,,,[],
미영이네식당,제주특별자치도,33.2177683175,126.2498365679,2678788,,"관광,음식점",,,,,,,[],
미오 도쿄 다이닝,서울특별시,37.5441387552,127.0536870289,2899990,,"관광,음식점",,,,,,,[],
미완성카페,경기도,37.6722024774,126.7903740902,2874953,,"관광,음식점",,,,,,,[],
미우미우참숯구이,서울특별시,37.511432762,127.1269701761,840629,,"관광,음식점",,,,,,,[],
미음매운탕,경기도,37.5860276897,127.1719445137,799146,,"관광,음식점",,,,,,,[],
미인꼬치&마라탕,충청남도,36.2734661103,126.9110042025,2375844,,"관광,음식점",,,,,,,[],
미젠한정식,경기도,37.3332770953,127.0529847116,2751597,,"관광,음식점",,,,,,,[],
미즈커피,전북특별자치도,35.9901978542,126.7125016182,2774043,,"관광,음식점",,,,,,,[],
미즐카페엠,서울특별시,37.6436124062,127.0038026375,2840190,,"관광,음식점",,,,,,,[],
미진,서울특별시,37.5708982096,126.9799374337,134752,,"관광,음식점",,,,,,,[],
미친부엌,제주특별자치도,33.5170284317,126.5231672257,2840469,,"관광,음식점",,,,,,,[],
미쿠니,제주특별자치도,33.5291114885,126.5896417278,2902785,,"관광,음식점",,,,,,,[],
미테이블 성수점,서울특별시,37.5465938744,127.0453071667,2899515,,"관광,음식점",,,,,,,[],
미텐발트,전북특별자치도,35.5972160677,127.1096597236,3067800,,"관광,음식점",,,,,,,[],
미트컬쳐,강원특별자치도,37.77222562,128.9468115786,2868612,,"관광,음식점",,,,,,,[],
미포할매복국본가,부산광역시,35.1591995322,129.1707236587,2861178,,"관광,음식점",,,,,,,[],
미픽펍,강원특별자치도,38.3170709201,128.5315710753,2913309,,"관광,음식점",,,,,,,[],
미향,세종특별자치시,36.6000936467,127.2891753711,801273,,"관광,음식점",,,,,,,[],
미화당,전북특별자치도,35.4018928278,127.3777688032,3357273,,"관광,음식점",,,,,,,[],
민들레,충청북도,36.9927339573,128.016990685,2857535,,"관광,음식점",,,,,,,[],
민들레울,경상남도,35.7744109358,127.8053128389,2723094,,"관광,음식점",,,,,,,[],
민들레화로,경기도,37.190438076,127.0528859391,2752656,,"관광,음식점",,,,,,,[],
민바리고추장매운탕,경기도,37.7230754329,126.6964006936,812232,,"관광,음식점",,,,,,,[],
민속돌솥설렁탕,서울특별시,37.5011104349,126.8995495059,2855151,,"관광,음식점",,,,,,,[],
민속장터,경기도,37.2593868634,127.120544544,133806,,"관광,음식점",,,,,,,[],
민속주점두메골,경기도,36.9998633727,127.080858143,2690536,,"관광,음식점",,,,,,,[],
민속촌,광주광역시,35.1215416391,126.9185748522,2906830,,"관광,음식점",,,,,,,[],
민속촌 영광점,전라남도,35.2730896471,126.4964556944,2891278,,"관광,음식점",,,,,,,[],
민수사,대구광역시,35.8315469425,128.6162369127,2850112,,"관광,음식점",,,,,,,[],
민스시,충청남도,36.1920757563,127.0897681316,2913872,,"관광,음식점",,,,,,,[],
민우숯불장어나라,경상북도,36.5574518963,128.6877072358,2687956,,"관광,음식점",,,,,,,[],
민준이네,경기도,36.9933174607,127.1120221745,2674271,,"관광,음식점",,,,,,,[],
민지송어장,경상북도,36.6969595998,128.0179573725,1826896,,"관광,음식점",,,,,,,[],
민쿡다시마,경기도,37.6325384026,126.8325463582,403598,,"관광,음식점",,,,,,,[],
민쿡앞바당,경기도,37.6399183758,126.8480169593,2949636,,"관광,음식점",,,,,,,[],
밀가촌국수,경기도,37.2063360407,127.0419114911,2866000,,"관광,음식점",,,,,,,[],
밀곳,경기도,37.783930873,127.0849606608,2877503,,"관광,음식점",,,,,,,[],
밀라드커피로스터즈,대전광역시,36.3943100328,127.3528780457,2866943,,"관광,음식점",,,,,,,[],
밀레,인천광역시,37.4809314475,126.6995599681,2875433,,"관광,음식점",,,,,,,[],
밀레니엄안동찜닭,경상북도,36.5657572557,128.7276312286,134935,,"관광,음식점",,,,,,,[],
밀레니엄횟집,부산광역시,35.1548020818,129.1318466039,134989,,"관광,음식점",,,,,,,[],
밀리앤코카페,충청남도,36.7313225123,126.3060521659,2851257,,"관광,음식점",,,,,,,[],
밀면식당 본점,경상북도,35.841745842,129.2144618544,2839097,,"관광,음식점",,,,,,,[],
밀목손만두얼큰칼국수,경기도,37.4313666606,127.2591271104,2877238,,"관광,음식점",,,,,,,[],
밀밭사랑,경기도,37.7764168919,127.0315046484,2832154,,"관광,음식점",,,,,,,[],
밀밭식당,경기도,37.858941752,126.7864691515,2853309,,"관광,음식점",,,,,,,[],
밀숲 과천점,경기도,37.4496042938,126.998333629,2831113,,"관광,음식점",,,,,,,[],
밀양189,경상남도,35.4824419707,128.7709246514,3060336,,"관광,음식점",,,,,,,[],
밀양할매메기탕,경상남도,35.5074114942,128.7770317633,2870264,,"관광,음식점",,,,,,,[],
밀의온도,전북특별자치도,35.7795275202,127.2022717564,2961182,,"관광,음식점",,,,,,,[],
밀이랑보리랑,충청남도,36.7852218058,127.1010900015,2868813,,"관광,음식점",,,,,,,[],
밀콩제면소,서울특별시,37.6481953661,127.0126739202,3444738,,"관광,음식점",,,,,,,[],
밀크,세종특별자치시,36.5515187575,127.2943706766,2871284,,"관광,음식점",,,,,,,[],
밀크북,경기도,37.7075687503,126.6875936027,2831102,,"관광,음식점",,,,,,,[],
밀토랑바지락칼국수,경기도,37.3893192516,127.2865369298,2867470,,"관광,음식점",,,,,,,[],
밀팟운정,경기도,37.7093055422,126.7372279023,2837103,,"관광,음식점",,,,,,,[],
밀향기해물칼국수,전라남도,35.2579665183,126.5059941103,2891285,,"관광,음식점",,,,,,,[],
밈 커피바,경기도,37.4690853018,127.1493360121,2857732,,"관광,음식점",,,,,,,[],
밍글스,서울특별시,37.5254268684,127.0441745362,2867713,,"관광,음식점",,,,,,,[],
바그다드커피,인천광역시,37.7015302057,126.5103711075,2891614,,"관광,음식점",,,,,,,[],
바네스타코 송도트리플스트리트점,인천광역시,37.3804979755,126.6602441186,2913020,,"관광,음식점",,,,,,,[],
바다가,대전광역시,36.4287234548,127.3920124955,2912107,,"관광,음식점",,,,,,,[],
바다가득한거제조개구이,경상남도,34.8872115792,128.621084367,2915660,,"관광,음식점",,,,,,,[],
바다꽃게장,충청남도,36.7546862772,126.2939637553,2868992,,"관광,음식점",,,,,,,[],
바다나라1박2일포차,서울특별시,37.5566155661,126.9258011054,2685497,,"관광,음식점",,,,,,,[],
바다는안보여요,제주특별자치도,33.4934037581,126.8994462109,1984133,,"관광,음식점",,,,,,,[],
바다다,제주특별자치도,33.2378551429,126.4366310264,2843885,,"관광,음식점",,,,,,,[],
바다동산,전라남도,34.2993775439,126.5277431453,2923345,,"관광,음식점",,,,,,,[],
바다드림,인천광역시,37.4216917777,126.421353662,2846790,,"관광,음식점",,,,,,,[],
바다로간코끼리꼬창,경기도,37.287342691,127.0061513616,2835388,,"관광,음식점",,,,,,,[],
바다로움 (BADAROUM),경상남도,35.0940464616,128.4508409322,2901275,,"관광,음식점",,,,,,,[],
바다를바라보면,제주특별자치도,33.5559256667,126.7923429504,2904872,,"관광,음식점",,,,,,,[],
바다를본돼지,제주특별자치도,33.365678936,126.1979211328,2763767,,"관광,음식점",,,,,,,[],
바다마을,강원특별자치도,37.4675401313,129.1690538173,625997,,"관광,음식점",,,,,,,[],
바다마을횟집,강원특별자치도,37.7039570909,129.0161852292,2870121,,"관광,음식점",,,,,,,[],
바다바람 씨푸드 매미성본점,경상남도,34.9652850319,128.7111883343,2902637,,"관광,음식점",,,,,,,[],
바다보는날,제주특별자치도,33.4839603437,126.3780111538,2861425,,"관광,음식점",,,,,,,[],
바다보다,인천광역시,37.6178376172,126.5351795039,2872486,,"관광,음식점",,,,,,,[],
바다뷰제빵소,강원특별자치도,38.1336884549,128.6209520179,2839872,,"관광,음식점",,,,,,,[],
바다속고등어쌈밥,제주특별자치도,33.484299651,126.4067836428,2763771,,"관광,음식점",,,,,,,[],
바다속으로조개구이,전라남도,34.7530937067,127.7030623911,2916006,,"관광,음식점",,,,,,,[],
바다속향기,전라남도,34.9485103722,127.5250313569,2670413,,"관광,음식점",,,,,,,[],
바다식당,서울특별시,37.5369775125,127.0000698926,2678897,,"관광,음식점",,,,,,,[],
바다식탁,전라남도,34.7385265237,127.7394762429,2742077,,"관광,음식점",,,,,,,[],
바다쏭,인천광역시,37.4294807516,126.6361727337,2833855,,"관광,음식점",,,,,,,[],
바다앞테라스,인천광역시,37.4921280587,126.5812704513,2780309,,"관광,음식점",,,,,,,[],
바다애,인천광역시,37.5929068641,126.6741619377,2877262,,"관광,음식점",,,,,,,[],
바다원해,경상북도,36.0700958116,129.4014388925,2738016,,"관광,음식점",,,,,,,[],
바다위에코끼리,제주특별자치도,33.3978677462,126.2429414999,2755870,,"관광,음식점",,,,,,,[],
바다제비,제주특별자치도,33.4133496661,126.2620867111,2858631,,"관광,음식점",,,,,,,[],
바다풍경카페,충청남도,36.7950152182,126.1464566227,2851225,,"관광,음식점",,,,,,,[],
바다하우스,전라남도,34.679169053,126.9091921816,133637,,"관광,음식점",,,,,,,[],
바다향기회식당,경상남도,34.7152912408,128.5848420581,2914868,,"관광,음식점",,,,,,,[],
바다화원 본점,서울특별시,37.5471660992,127.0491262472,2899592,,"관광,음식점",,,,,,,[],
바다황제,대전광역시,36.3253580813,127.4244540708,2580968,,"관광,음식점",,,,,,,[],
바다회관,경기도,37.3332298509,127.0514126332,2922646,,"관광,음식점",,,,,,,[],
바다회명가해원,강원특별자치도,37.3268698547,127.9849616659,2687855,,"관광,음식점",,,,,,,[],
바다회사랑,서울특별시,37.5604678115,126.9210764267,2847752,,"관광,음식점",,,,,,,[],
바다회세상,대구광역시,35.8810864297,128.6513907705,851740,,"관광,음식점",,,,,,,[],
바다회장어구이,서울특별시,37.5175168078,126.8965076549,2682631,,"관광,음식점",,,,,,,[],
바다횟집,경상남도,34.8363562617,128.0022535463,1935670,,"관광,음식점",,,,,,,[],
바담,전라남도,34.8075122936,126.3651897921,2670414,,"관광,음식점",,,,,,,[],
바닷가횟집,충청남도,36.1664467348,126.525594359,1013915,,"관광,음식점",,,,,,,[],
바닷마을떡볶이,경기도,37.2675983584,126.5687444493,3416020,,"관광,음식점",,,,,,,[],
바닷물손두부,충청남도,36.2826066163,127.2222316416,2869278,,"관광,음식점",,,,,,,[],
바닷물손두부,충청남도,36.4351414998,126.8807692871,2913485,,"관광,음식점",,,,,,,[],
바닷속물회,경상북도,36.0232863707,129.3571163589,2904268,,"관광,음식점",,,,,,,[],
바당돌담,경상남도,35.0913824025,128.5788464948,2864842,,"관광,음식점",,,,,,,[],
바당한그릇,제주특별자치도,33.4784329318,126.3624376332,2870619,,"관광,음식점",,,,,,,[],
바람벽에흰당나귀,제주특별자치도,33.5538828606,126.7076142444,2836891,,"관광,음식점",,,,,,,[],
바람약과,전북특별자치도,35.855481089,127.1054533842,2999139,,"관광,음식점",,,,,,,[],
바람의마을,인천광역시,37.2345515356,126.5312654319,2834212,,"관광,음식점",,,,,,,[],
바람의언덕,강원특별자치도,37.6852236098,128.7545593547,2796875,,"관광,음식점",,,,,,,[],
바람이 분다,경기도,37.5960618271,127.1272510739,2854101,,"관광,음식점",,,,,,,[],
바랑산가든,전북특별자치도,35.7906649055,127.0281258492,133564,,"관광,음식점",,,,,,,[],
바랗,서울특별시,37.5224020587,127.0352032169,2869697,,"관광,음식점",,,,,,,[],
바래기암소한마리,경상남도,35.669359343,127.8271914935,2864709,,"관광,음식점",,,,,,,[],
바래미바네사,경상남도,35.4379872864,128.8482413312,2864669,,"관광,음식점",,,,,,,[],
바램목장&카페,제주특별자치도,33.3111818331,126.3525866828,2851007,,"관광,음식점",,,,,,,[],
바로해장,부산광역시,35.15014673,129.1146787801,2868655,,"관광,음식점",,,,,,,[],
바루,경상남도,35.3295827667,128.9968063388,2891637,,"관광,음식점",,,,,,,[],
바르벳,경상북도,36.0097763337,129.3333077273,2839290,,"관광,음식점",,,,,,,[],
바른고기 정육점 서래마을본점,서울특별시,37.492926916,126.9913191564,2855865,,"관광,음식점",,,,,,,[],
바른제빵소,경기도,37.6538991811,127.2601150948,2765512,,"관광,음식점",,,,,,,[],
바른찜갈비,충청남도,36.767129918,126.9706744748,2766822,,"관광,음식점",,,,,,,[],
바른흑염소,경기도,37.2013578038,126.9838085645,2865959,,"관광,음식점",,,,,,,[],
바릇,경상남도,34.8134595706,128.6688849435,2905793,,"관광,음식점",,,,,,,[],
바릍 Bahreut,강원특별자치도,38.0228421695,128.720893635,2862564,,"관광,음식점",,,,,,,[],
바바인디아 강남역점,서울특별시,37.4948051443,127.0285907113,232215,,"관광,음식점",,,,,,,[],
바반칼(바지락에반한칼국수),경상남도,35.1767644027,128.1096824826,2662468,,"관광,음식점",,,,,,,[],
바보 카페,충청남도,36.5242106895,126.3310053478,2851159,,"관광,음식점",,,,,,,[],
바보낙지,부산광역시,35.1949520353,129.221921001,2845099,,"관광,음식점",,,,,,,[],
바비큐파크,경기도,37.3956315655,126.9305135368,2863379,,"관광,음식점",,,,,,,[],
바빌리안테이블,서울특별시,37.5280930945,127.0368834583,2869672,,"관광,음식점",,,,,,,[],
바셀로,강원특별자치도,37.5776353311,128.4278642913,2793737,,"관광,음식점",,,,,,,[],
바소,경기도,37.2520933825,127.1272080333,811067,,"관광,음식점",,,,,,,[],
바실라,경상북도,35.8017577478,129.3116655912,2839118,,"관광,음식점",,,,,,,[],
바오밥식물원,경기도,37.2447410436,126.9485938857,2740965,,"관광,음식점",,,,,,,[],
바우갈비,경기도,37.1153681586,127.6235253549,610791,,"관광,음식점",,,,,,,[],
바우골,강원특별자치도,37.6718326234,128.7096721424,2776566,,"관광,음식점",,,,,,,[],
바우본가,충청북도,37.1409787978,128.2087163987,2671153,,"관광,음식점",,,,,,,[],
