Aㅁid,name,region,overview,latitude,longitude,contentid,tags,image_url,detailed_keywords
,외씨버선길 영월 함께걷기,강원특별자치도 영월군 김삿갓면 김삿갓로 216-22,,37.0795432684,128.6017551925,3356938,"축제,인문",,[]
,외암민속마을 짚풀문화제,충청남도 아산시 송악면 외암민속길9번길 13-2,,36.7310765081,127.0145270577,1398980,"축제,인문",,[]
,용마폭포문화예술축제,서울특별시 중랑구 용마산로 250-12 (면목동),,37.5734054382,127.0891385242,2621558,"축제,인문",,[]
,용산 문화유산 야행,서울특별시 용산구 효창원로 177-18 (효창동),,37.5445620575,126.9618926006,3354966,"축제,인문",,[]
,용산청년축제,서울특별시 용산구 서빙고로 221 (용산동6가),,37.520662531,126.9883603092,3359144,"축제,인문",,[]
,용인 자작나무숲 봄꽃축제,경기도 용인시 처인구 백암면 석천리 723-2,,37.1113137101,127.3526304759,3483571,"축제,인문",,[]
,용인사이버과학축제,경기도 용인시 처인구 동백죽전대로 61 (삼가동),,37.2496832314,127.165174104,2431706,"축제,인문",,[]
,용인청년페스티벌,경기도 용인시 처인구 동백죽전대로 61 (삼가동),,37.2496832314,127.165174104,3371765,"축제,인문",,[]
,우도 소라축제,제주특별자치도 제주시 우도면 우도해안길 70,,33.4928352215,126.9515555965,3108284,"축제,인문",,[]
,우륵문화제,충청북도 충주시 남한강로 26 (금릉동),,36.9884879859,127.9077839467,2855326,"축제,인문",,[]
,우리 임산물 숲푸드 대축제,서울특별시 종로구 세종대로 175 (세종로),,37.5720618985,126.9763210635,2560317,"축제,인문",,[]
,우리쌀 우리술 K-라이스페스타,경기도 고양시 일산서구 킨텍스로 217-60 (대화동),,37.6689881691,126.7458171427,3367339,"축제,인문",,[]
,우장산 그린페스타,서울특별시 강서구 우장산로10길 112 (화곡동),,37.5492649285,126.8422783717,3300282,"축제,인문",,[]
,운정호수공원 불꽃축제,경기도 파주시 경의로 1151 (와동동),,37.7201602411,126.7601366119,2789700,"축제,인문",,[]
,운현궁 운수대통 설맞이,서울특별시 종로구 삼일대로 464 (운니동),,37.575822761,126.986825555,3091113,"축제,인문",,[]
,울산119안전문화축제,울산광역시 울주군 삼남읍 울산역로 255,,35.5556598644,129.1316827314,1951053,"축제,인문",,[]
,울산고래축제,울산광역시 남구 장생포고래로 244 (매암동),,35.5032009945,129.3808374607,553263,"축제,인문",,[]
,울산공업축제,울산광역시 남구 신정동,,35.5505442683,129.3062231889,2986930,"축제,인문",,[]
,울산관광두레 페스타,울산광역시 남구 신정동,,35.5508775757,129.3068259053,3404482,"축제,인문",,[]
,울산대공원 장미축제,울산광역시 남구 남부순환도로 377,,35.5279769403,129.2838230009,1253973,"축제,인문",,[]
,울산쇠부리축제,울산광역시 북구 달천철장길 58 (달천동),,35.6342825006,129.3290188345,538458,"축제,인문",,[]
,울산옹기축제,울산광역시 울주군 온양읍 외고산3길 36,,35.4351011832,129.2795426459,506774,"축제,인문",,[]
,울산조선해양축제,울산광역시 동구 해수욕장10길,,35.4953000321,129.4300445069,1049327,"축제,인문",,[]
,울산중구 눈꽃축제,울산광역시 중구 젊음의거리 27-4 (성남동),,35.553880225,129.3179304069,2933428,"축제,인문",,[]
,울산축협 한우축제,울산광역시 남구 신정동,,35.5504859689,129.3076647311,3394865,"축제,인문",,[]
,울산태화강마두희축제,울산광역시 중구 문화의거리 38 (옥교동),,35.556954955,129.3219466364,3104107,"축제,인문",,[]
,울주 간절곶 해맞이 축제,울산광역시 울주군 서생면 간절곶해안길 189,,35.3610443336,129.3598710555,141375,"축제,인문",,[]
,울주 드론 페스티벌,울산광역시 울주군 삼남읍 수남벚꽃길 58-19,,35.5501767234,129.1089320947,3361182,"축제,인문",,[]
,울주 트레일 나인피크 대회,울산광역시 울주군 상북면 알프스온천5길 103-8,,35.5565058027,129.0680049403,3382907,"축제,인문",,[]
,울진대게와 붉은대게 축제,경상북도 울진군 후포면 울진대게로 236-14,,36.6787861953,129.4615684263,1892201,"축제,인문",,[]
,워터버블페스티벌,울산광역시 중구 젊음의거리 49 (성남동),,35.5539469142,129.31952471,1937469,"축제,인문",,[]
,원동매화축제,경상남도 양산시 원동면 원리,,35.3663410683,128.91783722,967214,"축제,인문",,[]
,원동면 미나리 축제,경상남도 양산시 원동면 용당리,,35.3722569953,128.9137429705,3470650,"축제,인문",,[]
,원주 농협 치악산 고구마 축제,강원특별자치도 원주시 지정면 소금산길 12,,37.3646293574,127.8340575195,3379752,"축제,인문",,[]
,원주 댄싱카니발,강원특별자치도 원주시 단구로 170 (명륜동),,37.3365735905,127.9473953271,1402009,"축제,인문",,[]
,원주 어린이날 큰잔치,강원특별자치도 원주시 단구로 170 (명륜동),,37.3365735905,127.9473953271,1633367,"축제,인문",,[]
,원주만두축제,강원특별자치도 원주시 중앙로 110 (중앙동),,37.349736023,127.9508307441,3386679,"축제,인문",,[]
,원주문화의거리 치맥축제,강원특별자치도 원주시 중앙로 59 (중앙동),,37.3477501697,127.9523806621,2406168,"축제,인문",,[]
,원주시 반려동물문화축제,강원특별자치도 원주시 지정면 가곡로 87,,37.3785229485,127.8747173319,3115337,"축제,인문",,[]
,원주용수골가을꽃축제,강원특별자치도 원주시 판부면 용수골길 311,,37.2851988423,127.9406502088,3011178,"축제,인문",,[]
,원주용수골꽃양귀비축제,강원특별자치도 원주시 용수골길 311,,37.2851988423,127.9406502088,2602974,"축제,인문",,[]
,원주청소년축제 꽃이피다,강원특별자치도 원주시 서원대로 281 (명륜동),,37.3391148622,127.9419374117,1811342,"축제,인문",,[]
,월곶저잣거리축제,경기도 김포시 월곶면 군하로276번길 20,,37.717018032,126.5524918162,2640575,"축제,인문",,[]
,월드오브커피 & 월드바리스타챔피언십 부산,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,2387970,"축제,인문",,[]
,월드판소리페스티벌,서울특별시 중구 퇴계로34길 28 (필동2가),,37.5597775194,126.9932865315,3016562,"축제,인문",,[]
,월문 페스티벌,대구광역시 수성구 팔현길 248 (만촌동),,35.8753122114,128.6583042116,3388823,"축제,인문",,[]
,월아산 수국 수국 페스티벌,경상남도 진주시 진성면 달음산로 313,,35.1986746227,128.1979408343,3494659,"축제,인문",,[]
,월출산 국화축제,전라남도 영암군 영암읍 기찬랜드로 19-10,,34.7919693222,126.6856118867,2039752,"축제,인문",,[]
,월출산국립공원 박람회,전라남도 영암군 영암읍 여운재로 21,,34.8041460115,126.7025739834,3381854,"축제,인문",,[]
,웨이뷰 메밀꽃 축제,제주특별자치도 제주시 한림읍 옹포7길 25-3,,33.4073196306,126.2526904416,3301256,"축제,인문",,[]
,웨이뷰 유채꽃 축제,제주특별자치도 제주시 한림읍 옹포7길 25-3,,33.4073196306,126.2526904416,3109155,"축제,인문",,[]
,웨이뷰 코스모스 축제,제주특별자치도 제주시 한림읍 옹포7길 25-3,,33.4073196306,126.2526904416,3343119,"축제,인문",,[]
,웰컴대학로 페스티벌,서울특별시 종로구 대학로 104 (동숭동),,37.5805669329,127.0023878907,2671838,"축제,인문",,[]
,웰컴투신관동,충청남도 공주시 공주대학로 92 (신관동),,36.4731944158,127.1378674015,2877244,"축제,인문",,[]
,"웰컴투조선: 너나, 나나 양반",경기도 용인시 기흥구 민속촌로 90 (보라동),,37.2567648379,127.1145951569,1697656,"축제,인문",,[]
,위대한 축구선수 100인 전,서울특별시 강서구 하늘길 38 (방화동),,19.69442748,117.9925662504,3499413,"축제,인문",,[]
,위클리 클래식 페스티벌,경기도 오산시 내삼미로 93 (수청동),,37.1705878248,127.0658019887,3108244,"축제,인문",,[]
,유기농데이,세종특별자치시 보듬6로 16 (도담동),,36.5152056462,127.2600469672,2818857,"축제,인문",,[]
,유달산 봄축제,전라남도 목포시 대의동2가,,34.7875481601,126.3825637371,140736,"축제,인문",,[]
,유라리 건맥축제,부산광역시 중구 용미길9번길 6-45 (남포동1가),,35.0964901712,129.0359065412,3001170,"축제,인문",,[]
,유럽동화나라축제,경기도 가평군 청평면 호반로 1063,,37.7150574078,127.4909256481,3489167,"축제,인문",,[]
,유성국화축제,대전광역시 유성구 어은로 27 (봉명동),,36.3607306283,127.3577063021,2561795,"축제,인문",,[]
,유성온천 크리스마스 축제,대전광역시 유성구 계룡로123번길 52 (봉명동),,36.355281032,127.3453047821,2915307,"축제,인문",,[]
,유성온천문화축제,대전광역시 유성구 계룡로123번길 52 (봉명동),,36.355281032,127.3453047821,1270240,"축제,인문",,[]
,유성재즈&맥주페스타,대전광역시 유성구 어은로 27 (봉명동),,36.3607306283,127.3577063021,2833003,"축제,인문",,[]
,윤봉길 평화축제,충청남도 예산군 덕산면 덕산온천로 183-5,,36.6865863917,126.6513943473,1574707,"축제,인문",,[]
,율봄식물원 딸기 시즌,경기도 광주시 퇴촌면 도마리,,37.4699929424,127.2704610913,2946813,"축제,인문",,[]
,율봄식물원 토마토 시즌,경기도 광주시 퇴촌면 태허정로 267-54,,37.4715427801,127.271419293,2824526,"축제,인문",,[]
,은평청년페스티벌,서울특별시 은평구 녹번로 16 은평문화예술회관,,37.6037767873,126.9278940249,3000221,"축제,인문",,[]
,음성명작페스티벌,충청북도 음성군 금왕읍 무극리,,36.9913818048,127.5881015063,2699287,"축제,인문",,[]
,음성품바축제,충청북도 음성군 음성읍 설성공원길 28,,36.9327654263,127.6910022374,141731,"축제,인문",,[]
,의령 리치리치 페스티벌,경상남도 의령군 의령읍 의병로8길 44,,35.3161902468,128.2575269276,2867143,"축제,인문",,[]
,의령 홍의장군 축제,경상남도 의령군 의령읍 의병로8길 44,,35.3155152934,128.2558965334,2377477,"축제,인문",,[]
,의성 산수유마을 꽃맞이행사,경상북도 의성군 사곡면 산수유2길 2,,36.2869925927,128.7703687987,968157,"축제,인문",,[]
,의성 주(酒)식(食) 주간,경상북도 의성군 안계면 안계시장길 30,,36.3849474599,128.4378676934,3008635,"축제,인문",,[]
,의성슈퍼푸드마늘축제,경상북도 의성군 충효로 104 의성종합운동장,,36.3566556033,128.7017728759,2560471,"축제,인문",,[]
,의왕백운호수축제,경기도 의왕시 학의동,,37.3827759816,127.000924162,2851985,"축제,인문",,[]
,의왕어린이철도축제,경기도 의왕시 왕송못동로 307 (월암동),,37.3056701893,126.9537833824,1004281,"축제,인문",,[]
,의왕왕송호수 겨울축제,경기도 의왕시 왕송못동로 307 (월암동),,37.3056701893,126.9537833824,3074902,"축제,인문",,[]
,의정부 호원 벚꽃 페스타,경기도 의정부시 호원동,,37.7061976492,127.0514048424,2952960,"축제,인문",,[]
,의정부지 역사유적광장 전통무예행사,서울특별시 종로구 종로1길 45 (세종로),,37.5746727436,126.9783985779,3497454,"축제,인문",,[]
,의좋은 형제 축제,충청남도 예산군 대흥면 의좋은형제길 3,,36.6065758233,126.7922087858,1087020,"축제,인문",,[]
,이머시브아트 기획전시 [The Ethereal World],서울특별시 마포구 동교로22길 14 (서교동),,37.5551295032,126.9188323376,3401134,"축제,인문",,[]
,이순신 순국제전,충청남도 아산시 염치읍 백암리,,36.8058348661,127.0314234963,3020684,"축제,인문",,[]
,이순신의 명량해전 체험전,대구광역시 북구 엑스코로 10 (산격동),,35.9071133308,128.613098973,3450345,"축제,인문",,[]
,이월드 블라썸 피크닉,대구광역시 달서구 두류공원로 200 (두류동),,35.8550515822,128.5601217577,1904626,"축제,인문",,[]
,이월드 일루미네이션,대구광역시 달서구 두류공원로 200 (두류동),,35.8550515822,128.5601217577,1971931,"축제,인문",,[]
,이월드 튤립 트래블,대구광역시 달서구 두류공원로 200 (두류동),,35.8550515822,128.5601217577,1998806,"축제,인문",,[]
,이월드 펌킨 페스타,대구광역시 달서구 두류공원로 200,,35.8550515822,128.5601217577,2999424,"축제,인문",,[]
,이응신의 효(孝) 드림,인천광역시 계양구 향교로 19 부평향교(지정문화재),,37.5395472304,126.7207175131,2987482,"축제,인문",,[]
,이천도자기축제,경기도 이천시 신둔면 도자예술로62번길 123,,37.2913267465,127.3806506302,527710,"축제,인문",,[]
,이천백사 산수유꽃축제,경기도 이천시 백사면 원적로775번길 12,,37.3405475559,127.4634000685,527727,"축제,인문",,[]
,이천쌀문화축제,경기도 이천시 공원로 48,,37.1798991253,127.4448702054,506797,"축제,인문",,[]
,이천인삼건강축제,경기도 이천시 신둔면 둔터로124번길 160,,37.2991263178,127.4067452683,2559193,"축제,인문",,[]
,이천청년축제,경기도 이천시 경충대로2697번길 263 (관고동),,37.2770652838,127.423438829,3365263,"축제,인문",,[]
,이천체험문화축제,경기도 이천시 신둔면 도자예술로5번길 109,,37.2931488494,127.3857028989,2494069,"축제,인문",,[]
,익산 청년의 날 축제,전북특별자치도 익산시 중앙로1길 17 (창인동1가),,35.9412047229,126.9486790108,3370817,"축제,인문",,[]
,익산마한문화대전,전북특별자치도 익산시 금마면 고도9길 41-14,,36.0006415547,127.0609146595,3371230,"축제,인문",,[]
,익산백제 국가유산 야행,전북특별자치도 익산시 왕궁면 궁성로 666,,35.971341994,127.0537577344,2552235,"축제,인문",,[]
,익산시 김장체험한마당,전북특별자치도 익산시 황등면 석재단지길 10,,36.025033998,126.9456743095,3403628,"축제,인문",,[]
,익산천만송이국화축제,전북특별자치도 익산시 하나로 322 (어양동),,35.9492655338,126.9844672731,637276,"축제,인문",,[]
,인문문화축제,서울특별시 용산구 서빙고로 137 (용산동6가),,37.5211706397,126.9791278024,3368651,"축제,인문",,[]
,인제가을꽃축제,강원특별자치도 인제군 북면 십이선녀탕길 16,,38.1856124354,128.3061429036,2618014,"축제,인문",,[]
,인천 독서대전,인천광역시 서구 크리스탈로 59 (청라동),,37.5306689917,126.636311577,2764526,"축제,인문",,[]
,인천 송도맥주축제,인천광역시 연수구 센트럴로 350 달빛축제공원,,37.4052529114,126.6305766927,1365676,"축제,인문",,[]
,인천 영화 주간 2024,인천광역시 연수구 청능대로 210 스퀘어원,,37.4060509763,126.6836357236,2872078,"축제,인문",,[]
,"인천, 사이언스 페스티벌",인천광역시 중구 제물량로218번길 3 (해안동1가),,37.4726449029,126.6204590814,3485626,"축제,인문",,[]
,인천과학대제전,인천광역시 서구 봉수대로 806 (연희동),,37.5481230092,126.664152993,2043285,"축제,인문",,[]
,인천대공원 벚꽃축제,인천광역시 남동구 장수동,,37.4570186565,126.7615022096,527212,"축제,인문",,[]
,인천도시재생축제,인천광역시 동구 화도진로 53 (송현동),,37.4765252097,126.6319301493,3364051,"축제,인문",,[]
,인천수어문화축제,인천광역시 남동구 구월동,,37.4540624436,126.7049852213,3372301,"축제,인문",,[]
,인천수학축전,인천광역시 서구 봉수대로 806 (연희동),,37.5481230092,126.664152993,3020186,"축제,인문",,[]
,인천어린이과학관 과학피크닉,인천광역시 계양구 방축로 21 (방축동),,37.5516211679,126.739954308,3113152,"축제,인문",,[]
,인천어린이과학관 꿈꾸는 어린이,인천광역시 계양구 방축로 21 (방축동),,37.5516211679,126.739954308,1806117,"축제,인문",,[]
,인천에서 통하나봄,인천광역시 남동구 구월동,,37.4540902183,126.7049963308,3360164,"축제,인문",,[]
,인천여성영화제 20주년 회고전,인천광역시 미추홀구 미추홀대로 716 (주안동),,37.4613445,126.6806039084,3329788,"축제,인문",,[]
,인천펜타포트 락 페스티벌,인천광역시 연수구 센트럴로 350,,37.4078332011,126.6324847807,561027,"축제,인문",,[]
,일러스타 페스 8,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,3514951,"축제,인문",,[]
,임실 옥정호 벚꽃축제,전북특별자치도 임실군 운암면 입석1길 59,,35.6324766933,127.1524216816,3482026,"축제,인문",,[]
,임실N치즈축제,전북특별자치도 임실군 성수면 도인2길 50,,35.6328486749,127.3012056927,2031318,"축제,인문",,[]
,임실N펫스타,전북특별자치도 임실군 충효로 2096-16 임실군문화체육센터,,35.545245264,127.3326940727,2984556,"축제,인문",,[]
,자라섬재즈페스티벌,경기도 가평군 가평읍 달전리,,37.8171378819,127.5276443195,604144,"축제,인문",,[]
,자문밖문화축제,서울특별시 종로구 평창31길 5 (평창동),,37.6119989089,126.97558111,2511228,"축제,인문",,[]
,자유공원 벚꽃축제,인천광역시 중구 제물량로232번길 46 (송학동1가),,37.4755001572,126.6222032877,3485660,"축제,인문",,[]
,작당페스타,부산광역시 중구 광복중앙로 13 (신창동1가),,35.1005479603,129.0310040798,3115722,"축제,인문",,[]
,장미꽃 필(Feel) 무렵,대구광역시 달서구 이곡동,,35.8580670741,128.5148034449,2374957,"축제,인문",,[]
,장생포 수국 페스티벌,울산광역시 남구 장생포고래로 271-1 (매암동),,35.5059562836,129.3831260722,3491764,"축제,인문",,[]
,장성 황룡강 길동무 꽃길 축제,전라남도 장성군 장성읍 장재길 21,,35.30824317,126.7784603522,553411,"축제,인문",,[]
,장수 쿨밸리 페스티벌,전북특별자치도 장수군 번암면 방화동로 778,,35.5896492211,127.5292949513,2989580,"축제,인문",,[]
,장수한우랑사과랑축제,전북특별자치도 장수군 장수읍 한누리로 378,,35.6402571963,127.5190834126,763974,"축제,인문",,[]
,장승포 신년해맞이 행사,경상남도 거제시 장승포동,,34.863891202,128.732758608,909135,"축제,인문",,[]
,장승포항 송년불꽃축제,경상남도 거제시 장승로 146-12 (장승포동),,34.8670018423,128.7259341181,2640223,"축제,인문",,[]
,장안문거북시장 별주부전 ‘야장’,경기도 수원시 장안구 정조로934번길 40 (영화동),,37.291783996,127.0147060163,3332731,"축제,인문",,[]
,장안문거북시장 새숱막축제,경기도 수원시 장안구 정조로934번길 40 (영화동),,37.2917812189,127.0147310141,3304671,"축제,인문",,[]
,장애인문화예술축제 A+ Festival,서울특별시 종로구 청와대로 1 청와대,,37.5839799278,126.9746792089,790211,"축제,인문",,[]
,장항 맥문동 꽃 축제,충청남도 서천군 장항읍 장항산단로34번길 104,,36.0189021152,126.6660383667,3302552,"축제,인문",,[]
,장항항 수산물 꼴갑축제,충청남도 서천군 장산로 232,,36.0084703121,126.6858590846,749800,"축제,인문",,[]
,장화홍련 : 미로의 비밀,전북특별자치도 진안군 진안읍 단양리,,35.7728431466,127.4174167081,3338380,"축제,인문",,[]
,전국돌문화축제,전북특별자치도 익산시 황등면 석재단지길 10,,36.025033998,126.9456743095,921109,"축제,인문",,[]
,전국해양스포츠제전,경기도 시흥시 정왕동,,37.3267988841,126.6734082927,581040,"축제,인문",,[]
,전남 글로벌 인플루언서 페스티벌,전라남도 영암군 삼호읍 에프원로 2,,34.7475337379,126.4141813511,3386718,"축제,인문",,[]
,전남 세계 김밥 페스티벌,서울특별시 영등포구 여의동로 330 (여의도동),,37.5263997727,126.9336095794,3375262,"축제,인문",,[]
,전남세계관광문화대전 선포식,서울특별시 종로구 세종대로 지하172 (세종로),,37.5716786179,126.9767821434,3301866,"축제,인문",,[]
,전라관찰사의 탄생,전북특별자치도 전주시 완산구 전라감영로 55 (중앙동4가),,35.8157779693,127.1455841839,3468240,"축제,인문",,[]
,전라남도 정원페스티벌,전라남도 장성군 장성읍 장안리,,35.3083292382,126.7764688605,2965611,"축제,인문",,[]
,전북특별자치도 청년축제,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,35.813913403,127.0942388022,2618976,"축제,인문",,[]
,전설의 귀신 in 문경,경상북도 문경시 가은읍 왕능리,,36.6560540751,128.0669069339,3026969,"축제,인문",,[]
,전주 가맥축제,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,35.813913403,127.0942388022,2557842,"축제,인문",,[]
,전주 세계 평화 춤 페스티벌,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,35.8142143363,127.1500366062,3333801,"축제,인문",,[]
,전주 이팝나무 축제,전북특별자치도 전주시 덕진구 구렛들1길 46 (팔복동1가),,35.8602915708,127.1007425671,3487695,"축제,인문",,[]
,전주국가유산야행,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,35.8142143363,127.1500366062,2393544,"축제,인문",,[]
,전주국제그림책도서전,전북특별자치도 전주시 덕진구 구렛들1길 46 (팔복동1가),,35.8602915708,127.1007425671,2969832,"축제,인문",,[]
,전주국제한지산업대전,전북특별자치도 전주시 완산구 현무1길 20 (경원동3가),,35.8208857643,127.1480254995,506838,"축제,인문",,[]
,전주독서대전,전북특별자치도 전주시 완산구 전주천동로 20 (교동),,35.8123202733,127.1595996936,1945450,"축제,인문",,[]
,전주마당놀이 - 여의주,전북특별자치도 전주시 완산구 세내로 39 (삼천동2가),,35.7952213356,127.1087102237,3359928,"축제,인문",,[]
,전주막걸리축제,전북특별자치도 전주시 덕진구 기린대로 541 (덕진동2가),,35.846143514,127.119919007,3381612,"축제,인문",,[]
,전주부성길 보물찾기 대탐험,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,35.8142143363,127.1500366062,3500480,"축제,인문",,[]
,전주비빔밥축제,전북특별자치도 전주시 덕진구 기린대로 451 (덕진동1가),,35.8405998309,127.1274545926,631257,"축제,인문",,[]
,전주세계소리축제,전북특별자치도 전주시 덕진구 소리로 31 소리문화전당,,35.8540707211,127.1390309872,574969,"축제,인문",,[]
,전주예술난장,전북특별자치도 전주시 덕진구 구렛들3길 36 (팔복동1가),,35.8609359016,127.098395537,3011967,"축제,인문",,[]
,전주페스타,전북특별자치도 전주시 덕진구 기린대로 451 (덕진동1가),,35.8405998309,127.1274545926,3011530,"축제,인문",,[]
,전포커피축제,부산광역시 부산진구 동천로 92 (전포동),,35.157072778,129.0630414153,3018117,"축제,인문",,[]
,정관생태하천학습문화축제,부산광역시 기장군 정관읍 구연3로 27,,35.3222286938,129.1819237392,3007256,"축제,인문",,[]
,정관장 에브리타임 셀럽(Self-Love) 페스티벌,서울특별시 송파구 올림픽로 240 (잠실동),,37.5123821225,127.0976311526,3457366,"축제,인문",,[]
,정남진 장흥 물축제,전라남도 장흥군 장흥읍 건산리,,34.6777524686,126.9046037311,767114,"축제,인문",,[]
,정동문화축제,서울특별시 중구 정동,,37.5670957913,126.9753629579,142233,"축제,인문",,[]
,정동야행,서울특별시 중구 세종대로 99 덕수궁,,37.5651071556,126.9765906796,2005233,"축제,인문",,[]
,정서진 피크닉 클래식,인천광역시 서구 청라대로 88 (청라동),,37.5283914454,126.6344312567,2553977,"축제,인문",,[]
,정서진 해넘이 행사,인천광역시 서구 정서진남로 95 (오류동),,37.5582207427,126.6023861308,3075632,"축제,인문",,[]
,정선아리랑제,강원특별자치도 정선군 정선읍 봉양리,,37.3772491246,128.6659266757,506895,"축제,인문",,[]
,정순왕후 문화제,서울특별시 종로구 동망산길 150 (숭인동),,37.5776314468,127.0181476492,2594815,"축제,인문",,[]
,정신건강의 날 행사 - 마음건강 톡톡 페스티벌,서울특별시 마포구 홍익로 18,,37.5542907868,126.9230347562,2753086,"축제,인문",,[]
,정월대보름 달맞이축제,강원특별자치도 춘천시 수변공원길 18 (삼천동),,37.8732541302,127.7072596424,3469408,"축제,인문",,[]
,정월대보름 민속축제,서울특별시 양천구 안양천로 788 (신정동),,37.516277723,126.8774538701,2944954,"축제,인문",,[]
,정월대보름 한마당,서울특별시 종로구 삼청로 37,,37.5819774581,126.97885944,1204941,"축제,인문",,[]
,정읍 구절초 꽃축제,전북특별자치도 정읍시 산내면 청정로 926-79,,35.5509502957,127.0179412789,1105347,"축제,인문",,[]
,정읍 물빛축제,전북특별자치도 정읍시 시기동 407-3,,35.5613102375,126.8557220904,3007934,"축제,인문",,[]
,정읍 벚꽃축제,전북특별자치도 정읍시 벚꽃로 401 (시기동),,35.5613102375,126.8557220904,2486075,"축제,인문",,[]
,정읍사문화제,전북특별자치도 정읍시 정읍사로 541 (시기동),,35.5517697693,126.8625439495,627825,"축제,인문",,[]
,정조효문화제,경기도 화성시 장조1로 34,,37.2066962754,126.9950796162,1725929,"축제,인문",,[]
,제 16회 언리미티드 에디션 - 서울아트북페어 2024,서울특별시 노원구 동일로 1238 서울시립 북서울미술관,,37.6407111019,127.0668719687,2041789,"축제,인문",,[]
,제 24회 연기대첩제,세종특별자치시 연서면 용암리,,36.5998481351,127.2275170257,2986345,"축제,인문",,[]
,제 7회 부천로봇경진대회,경기도 부천시 원미구 평천로 655 (약대동),,37.5168672946,126.7635836809,3376899,"축제,인문",,[]
,제10회 고양국제무용제,경기도 고양시 일산동구 중앙로 1286,,37.6612006889,126.7740064529,2671149,"축제,인문",,[]
,제10회 대정암반수마농박람회,제주특별자치도 서귀포시 대정읍 하모리,,33.2187293624,126.2524085457,3302375,"축제,인문",,[]
,제10회 서울시민연극제,서울특별시 종로구 대학로 144 (혜화동),,37.584038746,127.0020739322,2502514,"축제,인문",,[]
,제10회 울산울주세계산악영화제,울산광역시 울주군 상북면 알프스온천5길 103-8,,35.5565058027,129.0680049403,2555932,"축제,인문",,[]
,제10회 푸드테크 베지노믹스페어 (비건페스타ㅣ그린페스타ㅣESG푸드페스타),서울특별시 서초구 강남대로 27 (양재동),,37.467391878,127.0407514903,2658426,"축제,인문",,[]
,제11회 계촌클래식축제,강원특별자치도 평창군 방림면 계촌리,,37.4521530269,128.3034237089,2394665,"축제,인문",,[]
,제11회 대한민국국제포토페스티벌,서울특별시 서초구 남부순환로 2406 (서초동),,37.480484313,127.0134702692,141220,"축제,인문",,[]
,제12회 마이크로 패밀리 킥앤런,경기도 하남시 신장동,,37.5602535932,127.209916795,3356971,"축제,인문",,[]
,제13회 디아스포라영화제,인천광역시 중구 제물량로218번길 3 (해안동1가),,37.4726449029,126.6204590814,3097834,"축제,인문",,[]
,제13회 무주산골영화제,전북특별자치도 무주군 무주읍 한풍루로 326-14,,36.0026685539,127.6615222281,2642632,"축제,인문",,[]
,제14회 서울미래연극제,서울특별시 용산구 청파로 373 (서계동),,37.5529917577,126.9688056211,2505024,"축제,인문",,[]
,제15회 서울청소년연극축제,서울특별시 종로구 대학로 144 중원빌딩,,37.584038746,127.0020739322,1937544,"축제,인문",,[]
,제16회 INK 콘서트,인천광역시 중구 월미로 33 (북성동1가),,37.4761360618,126.6146650689,2854144,"축제,인문",,[]
,제16회 하이원 하늘숲길 트레킹 페스티벌,강원특별자치도 정선군 사북읍 하이원길 265,,37.2111545673,128.8218510242,3020700,"축제,인문",,[]
,제17회 통영연극예술축제,경상남도 통영시 남망공원길 29 (동호동),,34.8420742637,128.4275024122,1824778,"축제,인문",,[]
,제17회 푸른하늘의 날 기념행사(Racing for Air),서울특별시 중구 을지로 지하12 (을지로1가),,37.5655015943,126.9787960237,3526695,"축제,인문",,[]
,제17회 해피사이언스축제,경기도 과천시 상하벌로 110 (과천동),,37.4408665329,127.0047138503,2816127,"축제,인문",,[]
,제18회 2024 청소년의 달 기념행사 메타 열정 유,경기도 안산시 단원구 동산로 268 (초지동),,37.3260402758,126.8101236514,3301849,"축제,인문",,[]
,제18회 전북청소년영화제,전북특별자치도 전주시 완산구 전주객사3길 34 (고사동),,35.8188247887,127.1423260609,1855589,"축제,인문",,[]
,제18회 전북특별자치도 과학축전,전북특별자치도 전주시 덕진구 보훈누리로 63 (송천동1가),,35.855584251,127.1282680169,2767541,"축제,인문",,[]
,제1회 국제우주항공기술대전 (AEROTEC2024),경상남도 창원시 성산구 원이대로 362 (대원동),,35.2382867979,128.6578550874,3307436,"축제,인문",,[]
,제1회 국제초콜릿쇼,제주특별자치도 서귀포시 표선면 번영로 2350-104,,33.4135241052,126.7525080052,3479898,"축제,인문",,[]
,제20회 부산도시농업박람회,부산광역시 강서구 대저1동,,35.2074379128,128.9847274107,1907888,"축제,인문",,[]
,제20회 현인가요제,부산광역시 서구 송도해변로 50 (암남동),,35.0738451248,129.016447739,2996045,"축제,인문",,[]
,제21회 EBS국제다큐영화제(EIDF2024),경기도 고양시 일산동구 한류월드로 281,,37.6617780539,126.7546387618,1852075,"축제,인문",,[]
,제21회 부산국제무용제,부산광역시 해운대구 수영강변대로 120 (우동),,35.1710029572,129.1270687971,142099,"축제,인문",,[]
