Aㅁid,name,region,overview,latitude,longitude,contentid,tags,image_url,detailed_keywords
,만석거 새빛축제,경기도 수원시 장안구 정조로 1085 (송죽동),,37.3012410248,127.0030151463,3492561,"축제,인문",,[]
,말마랑 HAPPY 패밀리 데이,경기도 과천시 경마공원대로 107 (주암동),,37.444127336,127.008649511,3489087,"축제,인문",,[]
,매직 미디어쇼 폴리팝(두들팝ver.2),부산광역시 기장군 기장읍 동부산관광로 42,,35.1960684107,129.212999524,3113739,"축제,인문",,[]
,매직드로잉 가족극 〈두들팝〉,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",,37.5498911308,126.9136829551,3114538,"축제,인문",,[]
,매헌시민의숲 가을축제,서울특별시 서초구 매헌로 99 (양재동),,37.4691610476,127.0368379074,3402911,"축제,인문",,[]
,"명동스퀘어 오프닝 세레모니 2024 Light Up SEOUL, KOREA",서울특별시 중구 소공로 70 (충무로1가),,37.5616521023,126.9821847125,3402650,"축제,인문",,[]
,명량대첩축제,전라남도 진도군 군내면 진도대로 8459-13,,34.5707545496,126.3009872225,607417,"축제,인문",,[]
,명주 페스타,충청남도 예산군 예산읍 예산시장길 1,,36.6764937936,126.8502766741,3381151,"축제,인문",,[]
,명주인형극제,강원특별자치도 강릉시 경강로2021번길 9-1 (명주동),,37.7504520359,128.8903006749,2543724,"축제,인문",,[]
,목포 문화유산 야행,전라남도 목포시 번화로 18 (중앙동2가),,34.7860010944,126.3815027569,2559006,"축제,인문",,[]
,목포뮤직플레이,전라남도 목포시 대양산단로 23 (대양동),,34.8263995748,126.3969504197,2824374,"축제,인문",,[]
,목포세계마당페스티벌,전라남도 목포시 죽동,,34.7907894836,126.3839107624,1828270,"축제,인문",,[]
,목포항구축제,전라남도 목포시 삼학로92번길 6 (산정동),,34.7865706743,126.393682223,574014,"축제,인문",,[]
,몽생이 5월 대모험,제주특별자치도 제주시 애월읍 평화로 2144,,33.4100215464,126.3932726013,3488689,"축제,인문",,[]
,몽생이 WATER WORLD,제주특별자치도 제주시 애월읍 평화로 2144,,33.4100215464,126.3932726013,3345548,"축제,인문",,[]
,무등산 인문축제,광주광역시 동구 증심사길 32 (운림동),,35.1340103095,126.9560128987,2988364,"축제,인문",,[]
,무등울림축제,광주광역시 동구 의재로 222 전통문화관,,35.1337324867,126.9514994153,2660242,"축제,인문",,[]
,무릉별유천지 라벤더축제,강원특별자치도 동해시 이기로 97 (삼화동),,37.4760087233,129.0330712952,3304231,"축제,인문",,[]
,무브살롱 시즌4: 벚꽃 아틀리에,서울특별시 서초구 양재동,,37.47515482,127.0381848379,3107440,"축제,인문",,[]
,무비스파크 필름 페스티벌 (Moviespark Film Festival),서울특별시 마포구 동교로22길 14 (서교동),,37.5551295032,126.9188323376,3343440,"축제,인문",,[]
,무안 YD 페스티벌,전라남도 무안군 삼향읍 대죽서로16번길 16,,34.8111801483,126.4628227454,3301415,"축제,인문",,[]
,무안 황토 갯벌축제,전라남도 무안군 해제면 황토갯벌길 88,,35.102239621,126.3336521164,1953493,"축제,인문",,[]
,무주국가유산야행,전북특별자치도 무주군 무주읍 한풍루로 326-5,,36.0040267475,127.6623693393,2986574,"축제,인문",,[]
,무주반딧불축제,전북특별자치도 무주군 무주읍 한풍루로 326-17,,36.0023852718,127.6625943629,506523,"축제,인문",,[]
,무창포 가을 대하 전어 대잔치,충청남도 보령시 웅천읍 열린바다1길 10,,36.244624078,126.5365524568,1093672,"축제,인문",,[]
,무창포 주꾸미 도다리 대잔치,충청남도 보령시 웅천읍 열린바다1길 28,,36.2432492183,126.5355553599,704055,"축제,인문",,[]
,무형유산원 나들이,전북특별자치도 전주시 완산구 서학로 95 국립무형유산원,,35.8099038819,127.1596636399,2838316,"축제,인문",,[]
,무형유산이음축제,전북특별자치도 전주시 완산구 태조로 44 (풍남동3가),,35.8142143363,127.1500366062,2856656,"축제,인문",,[]
,무형유산축전,전북특별자치도 전주시 완산구 서학로 95 (동서학동),,35.8099038819,127.1596636399,3380195,"축제,인문",,[]
,묵호 도째비페스타,강원특별자치도 동해시 일출로 22 (발한동),,37.5503655931,129.1125285496,3330805,"축제,인문",,[]
,문경사과축제,경상북도 문경시 문경읍 새재로 932,,36.761650493,128.0770113639,635451,"축제,인문",,[]
,문경새재 달항아리야행,경상북도 문경시 문경읍 새재로 932,,36.761650493,128.0770113639,3009342,"축제,인문",,[]
,문경약돌한우축제,경상북도 문경시 문경읍 새재로 932,,36.761650493,128.0770113639,1399567,"축제,인문",,[]
,문경오미자축제,경상북도 문경시 동로면 벌재장터길 20-1,,36.7726425455,128.3156563854,621109,"축제,인문",,[]
,문경찻사발축제,경상북도 문경시 새재로 932,,36.761650493,128.0770113639,506295,"축제,인문",,[]
,문학정원 with 사이언스,대전광역시 서구 둔산대로 169 (만년동),,36.3659250159,127.3879840082,3486686,"축제,인문",,[]
,문학주간 2025,서울특별시 종로구 대학로 104 (동숭동),,37.5805669329,127.0023878907,2556687,"축제,인문",,[]
,문화가 있는 날 실버마이크 <전라·제주 권역>,광주광역시 남구 덕남길 7 (노대동),,35.1011713369,126.8961578975,3304636,"축제,인문",,[]
,문화가 있는 날 청춘마이크 수도강원권,서울특별시 서초구 반포동,,37.5119526047,126.9980013443,3492276,"축제,인문",,[]
,문화가 있는 날 청춘마이크 충청권,대전광역시 유성구 유성대로740번길 46 (장대동),,36.3595553767,127.3359221723,3306590,"축제,인문",,[]
,문화다양성축제 MAMF(맘프),경상남도 창원시 성산구 중앙대로186번길 13 (신월동),,35.229346668,128.68710833,1325331,"축제,인문",,[]
,문화의 달,전북특별자치도 남원시 요천로 1447 (천거동),,35.4021539472,127.3799713796,3014969,"축제,인문",,[]
,물금벚꽃축제,경상남도 양산시 물금읍 황산공원1길 275,,35.3079543547,128.9814054996,3110082,"축제,인문",,[]
,물만난 평택 페스티벌,경기도 평택시 진위면 진위서로 264-15,,37.0981965625,127.0865021292,3382294,"축제,인문",,[]
,뮤직 플로우 페스티벌,인천광역시 부평구 아트센터로 166 (십정동),,37.4822897181,126.7049455502,2562080,"축제,인문",,[]
,"미지,세계와의 만남",서울특별시 광진구 능동로 216 어린이대공원,,37.5493552228,127.0762792676,2873622,"축제,인문",,[]
,밀양아리랑대축제,경상남도 밀양시 삼문동,,35.4899047653,128.7571006565,715421,"축제,인문",,[]
,밀양얼음골사과축제,경상남도 밀양시 산내면 삼양리,,35.5803654341,128.9835977695,638631,"축제,인문",,[]
,박물관 미술관 주간,서울특별시 용산구 서빙고로 137 (용산동6가),,37.5211706397,126.9791278024,3486451,"축제,인문",,[]
,박물관에서 만나는 창원단감,경기도 수원시 권선구 수인로 154 (서둔동),,37.2746965149,126.9826871782,3436900,"축제,인문",,[]
,반려견과 함께하는 선명상 축제,경기도 남양주시 진접읍 봉선사길 32,,37.7470702926,127.1839082458,3369965,"축제,인문",,[]
,반짝반짝 DDP (Twinkle DDP),서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,3425400,"축제,인문",,[]
,백두대간 봉자페스티벌,경상북도 봉화군 춘양면 춘양로 1501,,37.0081974711,128.8299396966,2667583,"축제,인문",,[]
,백두대간 지역상생 산림치유박람회,경상북도 영주시 테라피로 209 건강증진센터,,36.8577690602,128.4726898984,2845956,"축제,인문",,[]
,백제고도부여국화축제,충청남도 부여군 부여읍 신기정로 15,,36.2714968662,126.9095543843,3012116,"축제,인문",,[]
,백제궁 힐링 콘서트,충청남도 부여군 규암면 백제문로 455,,36.307617712,126.9085090769,3331869,"축제,인문",,[]
,백제문화유산주간,충청남도 공주시 관광단지길 34 국립공주박물관,,36.4665696863,127.1100589651,2722007,"축제,인문",,[]
,백제문화제,충청남도 공주시 금벽로 368 (신관동),,36.4702917892,127.1275545162,952988,"축제,인문",,[]
,벌교꼬막축제,전라남도 보성군 벌교읍 벌교천1길 19,,34.8447578496,127.3464885467,643318,"축제,인문",,[]
,벚꽃과 함께하는 청주 푸드트럭 축제,충청북도 청주시 상당구 사직대로 343 (영동),,36.6368123838,127.4854845219,3482677,"축제,인문",,[]
,베어트리파크 단풍축제,세종특별자치시  신송로 217 베어트리파크,,36.6728227784,127.2101554814,2865065,"축제,인문",,[]
,베어트리파크 로맨틱 로즈 가든 파티,세종특별자치시 전동면 신송로 217,,36.6728227784,127.2101554814,3491283,"축제,인문",,[]
,베어트리파크 봄꽃 축제,세종특별자치시  신송로 217 베어트리파크,,36.6728227784,127.2101554814,2650445,"축제,인문",,[]
,베어트리파크 분재전,세종특별자치시 전동면 신송로 217,,36.6728227784,127.2101554814,3357315,"축제,인문",,[]
,베어트리파크 크리스마스 판타지,세종특별자치시 전동면 신송로 217,,36.6728227784,127.2101554814,3432899,"축제,인문",,[]
,벽초지수목원 가을꽃 국화축제,경기도 파주시 광탄면 부흥로 242,,37.8004973858,126.8754182294,2563119,"축제,인문",,[]
,벽초지수목원 튤립 봄꽃축제,경기도 파주시 광탄면 부흥로 242,,37.8014139252,126.8742905293,2811508,"축제,인문",,[]
,보령 석탄 에너지전환 축제,충청남도 보령시 성주면 성주산로 500,,36.3265166563,126.6513122257,3468431,"축제,인문",,[]
,보령 어린이 대축제,충청남도 보령시 신흑동,,36.3148073304,126.5150525613,3489255,"축제,인문",,[]
,보령·AMC 국제 모터 페스티벌,충청남도 보령시 신흑동,,36.3146517934,126.5150525654,3107206,"축제,인문",,[]
,보령국가유산야행,충청남도 보령시 오천면 소성리,,36.4396931273,126.5227735986,3113775,"축제,인문",,[]
,보령김축제,충청남도 보령시 해수욕장10길 5 (신흑동),,36.3151016616,126.5103779739,2435924,"축제,인문",,[]
,보령머드축제,충청남도 보령시 신흑동,,36.3148684347,126.5150414496,506534,"축제,인문",,[]
,보롬왓 대파축제,제주특별자치도 서귀포시 표선면 번영로 2350-104,,33.4135241052,126.7525080052,3486736,"축제,인문",,[]
,보롬왓 메밀축제,제주특별자치도 서귀포시 표선면 번영로 2350-104,,33.4135241052,126.7525080052,2798913,"축제,인문",,[]
,보롬왓 수국정원 축제,제주특별자치도 서귀포시 표선면 번영로 2350-104,,33.4135241052,126.7525080052,3494800,"축제,인문",,[]
,보롬왓 튤립축제,제주특별자치도 서귀포시 표선면 번영로 2350-104,,33.4135241052,126.7525080052,3480215,"축제,인문",,[]
,보물섬 해산물축제,경상남도 남해군 미조면 미송로 11-19,,34.7160648942,128.0436363664,1265750,"축제,인문",,[]
,보배섬 유채꽃 축제,전라남도 진도군 조도면 관매도리,,34.2390600248,126.0551471804,3113469,"축제,인문",,[]
,보성다향대축제,전라남도 보성군 보성읍 녹차로 775,,34.7198757111,127.0817371312,553299,"축제,인문",,[]
,보은 벚꽃길 축제,충청북도 보은군 보은읍 이평리,,36.4814289276,127.7239619129,3109655,"축제,인문",,[]
,보은 회인 국가유산 야행,충청북도 보은군 회인면 중앙리,,36.4914477395,127.5983173147,2858917,"축제,인문",,[]
,보은대추 축제,충청북도 보은군 보은읍 뱃들로 54,,36.4870143909,127.7234923561,900168,"축제,인문",,[]
,봄꽃페스타,경기도 가평군 상면 수목원로 432,,37.744012613,127.352556848,989991,"축제,인문",,[]
,봄꽃포레 숲숲라이브,경기도 수원시 권선구 서둔로 166 (서둔동),,37.2665807612,126.9811903187,3486535,"축제,인문",,[]
,봉화송이축제,경상북도 봉화군 봉화읍 내성리,,36.8892259685,128.7351766678,506544,"축제,인문",,[]
,부산 1부두 문전성시 페스타,부산광역시 중구 중앙동4가,,35.10464213,129.0409753226,3492041,"축제,인문",,[]
,부산 밀 페스티벌,부산광역시 북구 화명동,,35.2313411422,129.0038973083,3303393,"축제,인문",,[]
,부산가족축제,부산광역시 부산진구 시민공원로 73 (범전동),,35.1652745207,129.0567056306,2818494,"축제,인문",,[]
,부산고등어축제,부산광역시 서구 송도해변로 100 (암남동),,35.0768587065,129.0180752934,1399532,"축제,인문",,[]
,부산골목페스티벌 다대 바다누리길,부산광역시 사하구 몰운대1길 55 (다대동),,35.0452863418,128.9692331756,3377085,"축제,인문",,[]
,부산골목페스티벌 수영 망미골목,부산광역시 수영구 망미번영로 49-1 (망미동),,35.1719386413,129.1096508423,3370245,"축제,인문",,[]
,부산골목페스티벌 영도구 봉산마을 마실길,부산광역시 영도구 오동꽃길 32 (봉래동5가),,35.0926381216,129.0520469096,3352061,"축제,인문",,[]
,부산과학축전,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,2740921,"축제,인문",,[]
,부산국제AI영화제,부산광역시 해운대구 수영강변대로 120 (우동),,35.1710029572,129.1270687971,3515311,"축제,인문",,[]
,부산국제공연예술제,부산광역시 금정구 장전온천천로 48 (장전동),,35.2296540211,129.0893371356,2558735,"축제,인문",,[]
,부산국제록페스티벌,부산광역시 사상구 삼락동,,35.1728970354,128.9682186811,140799,"축제,인문",,[]
,부산국제아동도서전,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,3345610,"축제,인문",,[]
,부산글로벌웹툰페스티벌,부산광역시 해운대구 수영강변대로 140 (우동),,35.1727527343,129.1256077644,2873292,"축제,인문",,[]
,부산바다축제,부산광역시 사하구 다대동,,35.0470333131,128.9662222789,142080,"축제,인문",,[]
,부산불꽃축제,부산광역시 수영구 광안해변로 219 (광안동),,35.1538130576,129.1185477876,235076,"축제,인문",,[]
,부산세계시민축제,부산광역시 해운대구 수영강변대로 120 영화의전당,,35.1710029572,129.1270687971,2757747,"축제,인문",,[]
,부산수제맥주마스터스챌린지,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,2856938,"축제,인문",,[]
,부산스텝업댄스페스티벌,부산광역시 해운대구 수영강변대로 120 (우동),,35.1710029572,129.1270687971,2950857,"축제,인문",,[]
,부산스토리텔링축제 [안녕한 사하],부산광역시 연제구 중앙대로 1217 (거제동),,35.195902062,129.0793056029,2557249,"축제,인문",,[]
,부산연등회,부산광역시 부산진구 동성로112번길 121-1,,35.1651997173,129.0669047455,1553601,"축제,인문",,[]
,부산원도심활성화축제 [택슐랭],부산광역시 동구 중앙대로 210 (초량동),,35.1151853926,129.040861156,2438928,"축제,인문",,[]
,부산인디커넥트페스티벌,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,2736033,"축제,인문",,[]
,부산일러스트레이션페어V.6,부산광역시 해운대구 APEC로 55 (우동),,35.1687450332,129.1355209016,3492576,"축제,인문",,[]
,부산자갈치축제,부산광역시 중구 자갈치해안로 52 (남포동4가),,35.0966317239,129.0306042206,506562,"축제,인문",,[]
,부산종합민속예술제,부산광역시 부산진구 시민공원로 73 (범전동),,35.1654495102,129.0572361352,3016659,"축제,인문",,[]
,부산차이나타운 문화축제,부산광역시 동구 중앙대로 206 (초량동),,35.1150881872,129.0412194611,1632340,"축제,인문",,[]
,부산청년주간,부산광역시 수영구 민락수변로17번길 56 (민락동),,35.1542603874,129.1270664784,3368584,"축제,인문",,[]
,부산평생학습주간,부산광역시 동구 충장대로 206 (초량동),,35.1177852539,129.0491742511,2624173,"축제,인문",,[]
,부산푸드필름페스타,부산광역시 해운대구 수영강변대로 120 (우동),,35.1710029572,129.1270687971,2719122,"축제,인문",,[]
,부산환경공단과 함께하는 ‘불편한 음악회’,부산광역시 남구 용호동,,35.1257383832,129.1164265191,3377765,"축제,인문",,[]
,부안 설(雪)숭어 축제,전북특별자치도 부안군 부안읍 서외리,,35.7272448141,126.7312455993,2930662,"축제,인문",,[]
,부안곰소젓갈축제,전북특별자치도 부안군 진서면 곰소7길 16,,35.5875003663,126.6126819397,3372852,"축제,인문",,[]
,부안마실축제,전북특별자치도 부안군 부안읍 별천지로 3,,35.7258451509,126.7416641514,1560363,"축제,인문",,[]
,부안붉은노을축제,전북특별자치도 부안군 변산면 대항리,,35.6753000532,126.5272901102,2933008,"축제,인문",,[]
,부여 국가유산 야행,충청남도 부여군 부여읍 정림로 83,,36.279071057,126.9128955516,2540959,"축제,인문",,[]
,부여서동연꽃축제,충청남도 부여군 부여읍 동남리,,36.2720857064,126.9106403824,574047,"축제,인문",,[]
,부여세도 방울토마토 & 유채꽃축제,충청남도 부여군 세도면 가회리,,36.1538590878,126.9983995397,2758734,"축제,인문",,[]
,부천국제만화축제,경기도 부천시 원미구 길주로 1 (상동),,37.50825125,126.7422053159,589386,"축제,인문",,[]
,부평풍물대축제,인천광역시 부평구 부평대로 168 (부평동),,37.5066010711,126.7212906034,1266642,"축제,인문",,[]
,북촌의 날,서울특별시 종로구 계동길 37,,37.5791307002,126.986289399,2753551,"축제,인문",,[]
,불로초원정대,경상남도 산청군 금서면 동의보감로555번길 45-6,,35.4411074195,127.8293779206,3488961,"축제,인문",,[]
,브릿지워크한강,서울특별시 영등포구 노들로 113 양화개나리점,,37.5445580545,126.8933655127,2503125,"축제,인문",,[]
,비슬산 참꽃문화제,대구광역시 달성군 유가읍 일연선사길 10,,35.692285665,128.5060393495,1803449,"축제,인문",,[]
,비어밤 in 해운대,부산광역시 해운대구 수영강변대로 120 (우동),,35.1710029572,129.1270687971,3340205,"축제,인문",,[]
,비어페스트 광주,광주광역시 서구 상무누리로 30 (치평동),,35.1467152588,126.8405588979,2598791,"축제,인문",,[]
,비욘드 한글&K-컬쳐 국제 페스티벌,부산광역시 해운대구 APEC로 30 (우동),,35.1658036857,129.1349765853,3021754,"축제,인문",,[]
,빙어대잔치,인천광역시 강화군 고비고개로741번길 37-48,,37.719923613,126.4155126209,1964700,"축제,인문",,[]
,빛 축제 영원,경상남도 김해시 가야테마길 161 (어방동),,35.2522311829,128.8920398207,3488889,"축제,인문",,[]
,뿅뿅! 청춘오락실 : 샤로수길 청춘들의 다섯가지 즐거움,서울특별시 관악구 관악로14길 22 (봉천동),,37.4790639653,126.9537812982,3499827,"축제,인문",,[]
,쁘띠프랑스 & 이탈리아마을 베니스 카니발 가면축제,경기도 가평군 청평면 호반로 1063,,37.7150574078,127.4909256481,3441400,"축제,인문",,[]
,사라온과 함께하는 사랑온설날,대구광역시 군위군 군위읍 동서길 49,,36.2361279163,128.5671382291,3468892,"축제,인문",,[]
,사라져가는 습지식물 구하기,충청남도 서천군 금강로 1210,,36.0271354218,126.7194583721,2996713,"축제,인문",,[]
,사랑-나미나라 인도문화축제,강원특별자치도 춘천시 남산면 남이섬길 1,,37.7963208193,127.5255090138,2414941,"축제,인문",,[]
,사상강변축제,부산광역시 사상구 삼락동,,35.168939243,128.9735266606,2032436,"축제,인문",,[]
,사와 랑은 물에 산다,서울특별시 종로구 동숭길 74 (동숭동),,37.5815862941,127.0043182417,3333908,"축제,인문",,[]
,사이사이 페스티벌,충청남도 금산군 금산읍 건삼전1길 16,,36.1003238595,127.4917846995,2997573,"축제,인문",,[]
,사찰음식 대축제,서울특별시 서초구 강남대로 27 (양재동),,37.467391878,127.0407514903,3493708,"축제,인문",,[]
,사천시 청년의 날 행사,경상남도 사천시 정동면 반룡1길 193,,35.0704008938,128.0837069993,3343676,"축제,인문",,[]
,사천시농업한마당축제,경상남도 사천시 시청로 77 사천시청,,35.0036580416,128.0642271166,1422219,"축제,인문",,[]
,사천에어쇼,경상남도 사천시 삼천포대교로 471 (동림동),,34.9399903856,128.0756944407,234232,"축제,인문",,[]
,사천와룡문화제,경상남도 사천시 용현면 시청로 77,,35.003680264,128.0643771032,977900,"축제,인문",,[]
,사회참여예술 컨벤션,부산광역시 동구 중앙대로 380 (좌천동),,35.129003448,129.049423923,3362545,"축제,인문",,[]
,산불피해 극복을 위한 영양산나물 먹거리 한마당,경상북도 영양군 영양읍 군청길 37,,36.6696471169,129.1100998134,1026422,"축제,인문",,[]
,산지천축제,제주특별자치도 제주시 산지로 7 (건입동),,33.5159036718,126.5304027336,1690237,"축제,인문",,[]
,산청한방약초축제,경상남도 산청군 금서면 동의보감로555번길 45-6,,35.4411074195,127.8293779206,506600,"축제,인문",,[]
,산청황매산철쭉제,경상남도 산청군 차황면 황매산로1202번길 210,,35.4864853279,127.9689533075,2484871,"축제,인문",,[]
,삼랑성역사문화축제,인천광역시 강화군 길상면 전등사로 37-41,,37.6314879476,126.4864502499,1398149,"축제,인문",,[]
,삼삼하게 놀자구룡 미리크리스마스,경상북도 포항시 남구 구룡포읍 용주로7번길 30,,35.9917521747,129.5612799333,3428311,"축제,인문",,[]
,삼척 비치 썸 페스티벌,강원특별자치도 삼척시 갈천동,,37.468723308,129.1679816547,2609985,"축제,인문",,[]
,삼척 장미축제,강원특별자치도 삼척시 정상동,,37.4337163979,129.1767013966,2493939,"축제,인문",,[]
,삼척동해왕이사부축제,강원특별자치도 삼척시 오십천로 586 (정상동),,37.4323943868,129.1796900582,1063406,"축제,인문",,[]
,삼척정월대보름제,강원특별자치도 삼척시 엑스포로 45 (성남동),,37.4383405416,129.1601305152,678097,"축제,인문",,[]
,삼호버드페스티벌,울산광역시 남구 무거동,,35.5520824589,129.278278362,3394425,"축제,인문",,[]
,삼호읍 팔팔한 달빛축제,전라남도 영암군 삼호읍 삼호중앙로 222 (영암용앙2휴먼시아),,34.7455682907,126.4750426934,3408748,"축제,인문",,[]
,삽다리 한바탕 축제,충청남도 예산군 삽교읍 두리,,36.6872906491,126.7412445511,3480405,"축제,인문",,[]
,상주세계모자페스티벌,경상북도 상주시 복룡동 165-9,,36.4198137113,128.1794174591,2997274,"축제,인문",,[]
,새연교 주말 문화공연 '금토금토 새연쇼',제주특별자치도 서귀포시 남성중로 40 (서홍동),,33.2392291387,126.5584343264,2434545,"축제,인문",,[]
,새해 맞이 불꽃쇼 & 소원 풍선 날리기 축제,강원특별자치도 고성군 삼포해변길 9 오션투유콘도,,38.3171459011,128.5310377884,2932765,"축제,인문",,[]
,생거진천 농다리축제,충청북도 진천군 진천읍 문화로 79,,36.850073171,127.4398938112,142186,"축제,인문",,[]
,생거진천문화축제,충청북도 진천군 진천읍 읍내리,,36.8589861493,127.4463068746,141236,"축제,인문",,[]
,생물사랑 어린이 축제,인천광역시 서구 환경로 42,,37.5614876375,126.6368245602,2978145,"축제,인문",,[]
,"생태통로: 생명의 길, 공존의 길",충청남도 서천군 마서면 금강로 1210,,36.0271354218,126.7194583721,3115921,"축제,인문",,[]
,샤로수길 로컬 in 스테이 페스티벌,서울특별시 관악구 관악로14길 76 (봉천동),,37.4783029934,126.9566477258,3376240,"축제,인문",,[]
,서귀포유채꽃축제,제주특별자치도 서귀포시 표선면 녹산로 381-17,,33.383477154,126.7356684832,141736,"축제,인문",,[]
,서귀포은갈치축제,제주특별자치도 서귀포시 칠십리로72번길 18 (서귀동),,33.2403346868,126.5656503433,3374822,"축제,인문",,[]
,서귀포칠십리축제,제주특별자치도 서귀포시 서홍동,,33.2438925471,126.5605757026,506616,"축제,인문",,[]
,서대문 문화유산 야행,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,2733405,"축제,인문",,[]
,서대문 봄빛축제,서울특별시 서대문구 홍은동,,37.5819600437,126.9370688057,3483727,"축제,인문",,[]
,"서대문, 1919 그날의 함성!",서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,1895366,"축제,인문",,[]
,서대문독립축제,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,1847202,"축제,인문",,[]
,서리풀페스티벌,서울특별시 서초구 서초대로 233 서초역,,37.4918773303,127.0076093702,2759788,"축제,인문",,[]
,서면 빛 축제,부산광역시 부산진구 부전동,,35.1544785148,129.0571225564,3018043,"축제,인문",,[]
,서산해미읍성축제,충청남도 서산시 해미면 남문2로 143,,36.7136037541,126.5503944175,140752,"축제,인문",,[]
,서울 라이프스타일 투어,서울특별시 용산구 이태원로 153 (이태원동),,37.5346581754,126.9910180052,3372360,"축제,인문",,[]
,서울 미디어아트 페스티벌(SMAF),서울특별시 강남구 영동대로 511 (삼성동),,37.5103955843,127.0610512042,3439947,"축제,인문",,[]
,서울 버스커 페스티벌,서울특별시 용산구 양녕로 445,,37.5177178854,126.9580520415,2833059,"축제,인문",,[]
,서울 빛초롱 축제,서울특별시 종로구 서린동,,37.5693205997,126.9790653347,1095732,"축제,인문",,[]
,서울 아시테지 겨울축제,서울특별시 종로구 대학로12길 46 (동숭동),,37.5821140004,127.0037293912,142033,"축제,인문",,[]
,서울 왕궁수문장 교대의식,서울특별시 중구 세종대로 99 (정동),,37.5651071556,126.9765906796,292961,"축제,인문",,[]
,서울K-가족축제,서울특별시 광진구 능동로 216 (능동),,37.5493552228,127.0762792676,2989710,"축제,인문",,[]
,서울百화점 - Local to Seoul 100 Diaries,서울특별시 중구 통일로 1 (봉래동2가),,37.5560109019,126.9716247231,3487449,"축제,인문",,[]
,서울가든페스타,서울특별시 성동구 뚝섬로 273 (성수동1가),,37.5431247707,127.0418131384,3484268,"축제,인문",,[]
,서울거리예술축제,서울특별시 중구 태평로1가,,37.5661348341,126.9777044385,706180,"축제,인문",,[]
,서울국악축제,서울특별시 종로구 종로1길 45 (세종로),,37.5746727436,126.9783985779,2616325,"축제,인문",,[]
,서울국제도서전,서울특별시 강남구 영동대로 513 (삼성동),,37.5119175967,127.059217995,228985,"축제,인문",,[]
,서울국제작가축제,서울특별시 종로구 인사동9길 26 (견지동),,37.5734729769,126.9836425781,1018469,"축제,인문",,[]
,서울드럼페스티벌,서울특별시 용산구 양녕로 445 (이촌동),,37.5177178854,126.9580520415,1008843,"축제,인문",,[]
,서울디자인 2024,서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,3011280,"축제,인문",,[]
,서울디저트페어 딸기전,경기도 고양시 일산서구 킨텍스로 217-60 (대화동),,37.6689881691,126.7458171427,2376250,"축제,인문",,[]
,서울라이트 DDP : 새해맞이 카운트다운,서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,3041566,"축제,인문",,[]
,서울라이트 DDP 가을,서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,2640874,"축제,인문",,[]
,서울라이트 광화문,서울특별시 종로구 세종로 1-68 5호선 광화문역,,37.5716786179,126.9767821434,3073454,"축제,인문",,[]
,서울라이트 한강 빛섬축제,서울특별시 광진구 강변북로 2273 (자양동),,37.5294186076,127.0739939307,3012095,"축제,인문",,[]
,서울문학축제,서울특별시 중구 태평로1가,,37.5692650243,126.977609914,3387827,"축제,인문",,[]
,서울바비큐페스타,서울특별시 마포구 하늘공원로 108-2 (상암동),,37.5694354462,126.8781800855,3521741,"축제,인문",,[]
,서울발레페스티벌,서울특별시 송파구 석촌호수로 191 (잠실동),,37.5068300012,127.0982590305,3021908,"축제,인문",,[]
,서울생활예술페스티벌,서울특별시 송파구 올림픽로 25 (잠실동),,37.5114817947,127.0735805889,3113548,"축제,인문",,[]
,서울서커스페스티벌,서울특별시 용산구 양녕로 445 (이촌동),,37.5177178854,126.9580520415,2816502,"축제,인문",,[]
,서울세계도시문화축제,서울특별시 중구 을지로 281 (을지로7가),,37.566107632,127.0095709797,2738786,"축제,인문",,[]
,서울스트리트댄스페스티벌,서울특별시 강서구 화곡로63길 65 (등촌동),,37.5581279115,126.8492608192,2728896,"축제,인문",,[]
,서울스프링페스타,서울특별시 종로구 세종대로 175 세종이야기,,37.5722341099,126.9768376784,2828328,"축제,인문",,[]
,서울썸머바이브,서울특별시 용산구 양녕로 445 (이촌동),,37.5177178854,126.9580520415,3493133,"축제,인문",,[]
,서울썸머비치,서울특별시 종로구 세종대로 지하172 (세종로),,37.5716786179,126.9767821434,3509884,"축제,인문",,[]
,서울아프리카페스티벌,서울특별시 서초구 신반포로11길 40 (반포동),,37.5077391108,126.9927658294,2487791,"축제,인문",,[]
,서울안전한마당,서울특별시 영등포구 여의공원로 120 (여의도동),,37.5296770464,126.9266990058,1805176,"축제,인문",,[]
