name,region,address_full,lat,lon,contentid,landscape_keywords,travel_style_keywords
무주예체문화관,무주군,전북특별자치도 무주군 무주읍 한풍루로 326-17,,,130404,,문화·역사
태권도원,무주군,전북특별자치도 무주군 설천면 무설로 1482,,,1904335,산,체험형;레저·액티비티;문화·역사
무주국가유산야행,무주군,전북특별자치도 무주군 무주읍 한풍루로 326-5,,,2986574,,축제·이벤트;문화·역사
무주반딧불축제,무주군,전북특별자치도 무주군 무주읍 한풍루로 326-17,,,506523,,축제·이벤트;체험형;사진 스팟
제13회 무주산골영화제,무주군,전북특별자치도 무주군 무주읍 한풍루로 326-14,,,2642632,,축제·이벤트;문화·역사
구천동 어사길,무주군,전북특별자치도 무주군 설천면 구천동1로 159,,,2673996,산;숲,체험형;야외활동;힐링·여유
국가대표,무주군,전북특별자치도 무주군 설천면 구천동로 1101,,,510546,산,레저·액티비티;체험형
그날카라반,무주군,전북특별자치도 무주군 내배방길 15-31,,,2749644,산,힐링·여유;체험형
그랜드스키타운,무주군,전북특별자치도 무주군 설천면 만선로 74-1,,,507746,산,레저·액티비티;체험형
깊은골캠핑장,무주군,전북특별자치도 무주군 설천면 구천동로 1284-6,,,2727286,산;숲,체험형;힐링·여유
노블스키샵,무주군,전북특별자치도 무주군 설천면 구천동로 1083-11,,,508237,산,레저·액티비티
더하루야영장,무주군,전북특별자치도 무주군 무풍면 구천동로 543,,,2747629,산,체험형;힐링·여유
덕유대3야영장,무주군,전북특별자치도 무주군 설천면 백련사길 2,,,3341359,산;숲,체험형;야외활동;힐링·여유
덕유대오토캠핑장,무주군,전북특별자치도 무주군 설천면 백련사길 2,,,2734227,산;숲,체험형;힐링·여유
덕유캠프농장,무주군,전북특별자치도 무주군 설천면 구천동로 1262-4,,,2729290,산;숲,체험형;힐링·여유
리틀프린스 스키샵,무주군,전북특별자치도 무주군 설천면 만선로 34-1,,,507759,산,레저·액티비티
무주 더 스위트 글램핑,무주군,전북특별자치도 무주군 무풍면 오두재로 96,,,2737319,산,체험형;힐링·여유
무주 별빛 카라반,무주군,전북특별자치도 무주군 설천면 백련사길 2-29,,,2792026,산,체험형;힐링·여유
무주 솔밭야영장,무주군,전북특별자치도 무주군 안성면 원통사로 294,,,2747450,산;숲,체험형;힐링·여유
무주구천동카라반,무주군,전북특별자치도 무주군 설천면 백련사길 20,,,2739393,산;숲,체험형;힐링·여유
무주구천동캠핑장,무주군,전북특별자치도 무주군 설천면 원심곡1길 11,,,2747256,산;숲,체험형;힐링·여유
무주글램핑,무주군,전북특별자치도 무주군 설천면 구천동1로 138,,,2747272,산,체험형;힐링·여유
무주네버랜드,무주군,전북특별자치도 무주군 무풍면 구천동로 289-55,,,2747642,산,체험형;힐링·여유
무주덕유산계곡글램핑,무주군,전북특별자치도 무주군 설천면 구천동1로 44,,,2792037,산;강·호수,체험형;힐링·여유
무주덕유산리조트 스키장,무주군,전북특별자치도 무주군 설천면 만선로 185,,,131123,산,레저·액티비티;야외활동
무주덕유산리조트 썰매장,무주군,전북특별자치도 무주군 설천면 만선로 185,,,131237,산,레저·액티비티;체험형
무주래프팅,무주군,전북특별자치도 무주군 무주읍 잠두길 5-11,,,131961,강·호수,레저·액티비티;체험형;야외활동
무주레저스쿨,무주군,전북특별자치도 무주군 부남면 굴암로 263,,,561736,산;강·호수,레저·액티비티;체험형
무주수목원캠핑장,무주군,전북특별자치도 무주군 설천면 구천동로 1092-34,,,2728938,숲,체험형;힐링·여유
무주스키,무주군,전북특별자치도 무주군 설천면 만선로 70,,,507532,산,레저·액티비티
무주스키스쿨,무주군,전북특별자치도 무주군 설천면 만선로 49,,,507977,산,레저·액티비티;체험형
무주스키텔 스키샵,무주군,전북특별자치도 무주군 설천면 만선로 36-19,,,508196,산,레저·액티비티
무주스피드레져,무주군,전북특별자치도 무주군 부남면 잠두강변길 215,,,562359,강·호수,레저·액티비티;체험형
무주카라반,무주군,전북특별자치도 무주군 설천면 구천동로 1048-8,,,2747279,산,체험형;힐링·여유
무주컨트리클럽,무주군,전북특별자치도 무주군 설천면 만선로 185,,,131651,산,레저·액티비티;힐링·여유
무주홀리데이파크,무주군,전북특별자치도 무주군 안성면 칠연로 462-3,,,2747455,산,체험형;힐링·여유
반디품은마을,무주군,전북특별자치도 무주군 적상면 삼방로 476,,,2792006,산,체험형;힐링·여유
반딧골캠핑장,무주군,전북특별자치도 무주군 설천면 구천동로 2244,,,2747046,산;숲,체험형;힐링·여유
반딧불레저,무주군,전북특별자치도 무주군 부남면 무금로 693,,,131849,강·호수,레저·액티비티;체험형
백암스키샵,무주군,전북특별자치도 무주군 설천면 만선로 32,,,511187,산,레저·액티비티
보보캠핑,무주군,전북특별자치도 무주군 설천면 구천동로 1048-26,,,2761902,산;숲,체험형;힐링·여유
부남면 금강하천,무주군,전북특별자치도 무주군 부남면 대소길,,,131236,강·호수,야외활동;힐링·여유
솔내음캠핑장,무주군,전북특별자치도 무주군 안성면 칠연로 504,,,2743212,산;숲,체험형;힐링·여유
스노우밸리콘도스키샵,무주군,전북특별자치도 무주군 설천면 만선로 36-37,,,510584,산,레저·액티비티
스노우파크,무주군,전북특별자치도 무주군 설천면 만선1로 60,,,507504,산,레저·액티비티;체험형
스카이스키샵,무주군,전북특별자치도 무주군 설천면 구천동로 1063,,,508041,산,레저·액티비티
스키광장,무주군,전북특별자치도 무주군 설천면 만선로 60,,,510559,산,레저·액티비티
스키라이프,무주군,전북특별자치도 무주군 설천면 만선로 36-2,,,509295,산,레저·액티비티
실크로드스키샵,무주군,전북특별자치도 무주군 설천면 만선로 57,,,507943,산,레저·액티비티
알토스키샵,무주군,전북특별자치도 무주군 설천면 만선로 72,,,507864,산,레저·액티비티
알파인스키보드 대여점,무주군,전북특별자치도 무주군 설천면 만선로 6,,,509342,산,레저·액티비티
양지뜰캠핑장,무주군,전북특별자치도 무주군 보안길 88,,,2909011,산;숲,체험형;힐링·여유
옥수골계곡펜션야영장,무주군,전북특별자치도 무주군 적상면 옥소동길 52,,,2743746,산;강·호수,체험형;힐링·여유
전북특별자치도자연환경연수원,무주군,전북특별자치도 무주군 안성면 칠연로 607,,,131195,산;숲,체험형;힐링·여유
초록빛언덕글램핑,무주군,전북특별자치도 무주군 적상면 괴목로 603-15,,,2761948,산,체험형;힐링·여유
초이스스키샵,무주군,전북특별자치도 무주군 설천면 만선1로 114,,,507868,산,레저·액티비티
태권명상숲길,무주군,전북특별자치도 무주군 설천면,,,2673999,산;숲,체험형;힐링·여유;야외활동
하늘땅카라반,무주군,전북특별자치도 무주군 구천동로 966-12,,,2908997,산,체험형;힐링·여유
해밀캠핑장,무주군,전북특별자치도 무주군 안성면 덕산로 112-7,,,2730833,산,체험형;힐링·여유
(주)밀모 빨강치마 야영장,무주군,전북특별자치도 무주군 적상면 밀모길 79-30,,,2749568,산,체험형;힐링·여유
k2스키클럽,무주군,전북특별자치도 무주군 설천면 만선로 63,,,507511,산,레저·액티비티
ok스키샵,무주군,전북특별자치도 무주군 설천면 내배방길 6,,,508401,산,레저·액티비티
"무주반딧불시장(무주반딧불장터) (1, 6일)",무주군,전북특별자치도 무주군 무주읍 장터로 2,,,132297,,먹거리 탐방;체험형
"안성장 (5, 10일)",무주군,전북특별자치도 무주군 안성면 칠연로 38,,,132299,,먹거리 탐방;체험형
