name,region,address_full,lat,lon,contentid,landscape_keywords,travel_style_keywords
실상암,순창군,전북특별자치도,35.3808965342,127.132954886,2357452,산,문화·역사;힐링·여유
어은정,순창군,전북특별자치도,35.4237764703,127.2175490762,1611300,강·호수,힐링·여유;야외활동
옥정호 작약 꽃밭,순창군,전북특별자치도,35.5796847431,127.1107906314,3082705,강·호수,사진 스팟;힐링·여유
채계산,순창군,전북특별자치도,35.4012207934,127.2235741233,1612090,산,야외활동;힐링·여유;사진 스팟
풍계서원,순창군,전북특별자치도,35.4188501077,127.2672809136,1957149,,문화·역사
회문산,순창군,전북특별자치도,35.4989801303,127.1180948404,716987,산,야외활동;힐링·여유;사진 스팟
순창문화원,순창군,전북특별자치도 순창군 순창읍 장류로 407-11,,,129979,,문화·역사
순창장류박물관,순창군,전북특별자치도 순창군 순창읍 장류로 43,,,638976,,체험형;문화·역사;먹거리 탐방
예솔분재원,순창군,전북특별자치도 순창군 구림면 강천로 952,,,1611872,산,체험형;힐링·여유
전북특별자치도 산림박물관,순창군,전북특별자치도 순창군 복흥면 추령로 1777,,,130537,숲,체험형;힐링·여유;문화·역사
추령장승촌,순창군,전북특별자치도 순창군 복흥면 추령로 1792-12,,,1612096,산,문화·역사;체험형
강천산캠핑,순창군,전북특별자치도 순창군 팔덕면 강천로 664-26,,,2740134,산;숲,야외활동;힐링·여유
거북이야영캠핑장,순창군,전북특별자치도 순창군 장군목길 352,,,2908936,강·호수,야외활동;힐링·여유
녹두장군 전봉준관,순창군,전북특별자치도 순창군 쌍치면 피노길 65-29,,,1614574,,문화·역사
녹두장군 전봉준관캠핑장,순창군,전북특별자치도 순창군 쌍치면 피노길 65-29,,,2749727,산,야외활동;체험형
단아한펜션,순창군,전북특별자치도 순창군 산동신흥길 6,,,2908949,산,힐링·여유
섬진강 마실휴양숙박시설단지,순창군,전북특별자치도 순창군 적성면 강경길 76-165,,,2749522,강·호수,힐링·여유;체험형
섬진강 예향천리마실길,순창군,전북특별자치도 순창군 적성면 강경길 76-165,,,2712761,강·호수,야외활동;힐링·여유;사진 스팟
섬진강향가오토캠핑장,순창군,전북특별자치도 순창군 풍산면 향가로 575,,,2351092,강·호수,야외활동;힐링·여유
순창향관광농원오토캠핑장,순창군,전북특별자치도 순창군 구림면 구림로 3-2,,,2743256,산,체험형;힐링·여유
용궐산하늘길,순창군,전북특별자치도 순창군 동계면 장군목길 562,,,2774288,산,야외활동;힐링·여유;사진 스팟
웅이네캠핑장,순창군,전북특별자치도 순창군 복흥면 용지길 7-50,,,2730802,산,야외활동;힐링·여유
청산별곡,순창군,전북특별자치도 순창군 동계면 수장2길 38-4,,,2745697,산,힐링·여유
회문랜드캠핑장,순창군,전북특별자치도 순창군 구림면 안정리,,,2747051,산,야외활동;힐링·여유
회문산 캠핑장,순창군,전북특별자치도 순창군 안심길 214 회문산휴양림,,,2755727,산;숲,야외활동;힐링·여유
복흥장 (3, 8일),순창군,전북특별자치도 순창군 복흥면 정산2길 7,,,132416,,문화·역사;체험형
순창시장,순창군,전북특별자치도 순창군 순창읍 남계로 58,,,132325,,먹거리 탐방;체험형
